,V1,N05B
2405,NA,0.047888177
2406,NA,0.047888177
2407,NA,0.047888177
2408,NA,0.047888177
2409,NA,0.047888177
2410,NA,0.047888177
2411,NA,5.08E-06
2412,NA,0.042020017
2413,NA,0.083497021
2414,NA,0.670068245
2415,NA,1.020837126
2416,NA,1.206480187
2417,NA,1.128577081
2418,NA,1.043947546
2419,NA,0.617408055
2420,NA,0.625299441
2421,NA,0.526013484
2422,NA,0.437058872
2423,NA,0.446534939
2424,NA,0.277940274
2425,NA,0.060398268
2426,NA,0.046632136
2427,NA,0.036326275
2428,NA,0.02259805
2429,NA,0.060128728
2430,NA,0.060128728
2431,NA,0.060128728
2432,NA,0.060128728
2433,NA,0.060128728
2434,NA,0.060128728
2435,NA,6.38E-06
2436,NA,0.052760626
2437,NA,0.104839441
2438,NA,0.841342358
2439,NA,1.28177021
2440,NA,1.514864931
2441,NA,1.417049249
2442,NA,1.310787814
2443,NA,0.775221857
2444,NA,0.785130336
2445,NA,0.660466197
2446,NA,0.548774165
2447,NA,0.560672382
2448,NA,0.348983745
2449,NA,0.075836486
2450,NA,0.058551634
2451,NA,0.045611524
2452,NA,0.028374269
2453,NA,0.04376682
2454,NA,0.04376682
2455,NA,0.04376682
2456,NA,0.04376682
2457,NA,0.04376682
2458,NA,0.04376682
2459,NA,4.65E-06
2460,NA,0.038403686
2461,NA,0.076311092
2462,NA,0.612400771
2463,NA,0.932981748
2464,NA,1.102647979
2465,NA,1.031449378
2466,NA,0.954103237
2467,NA,0.564272627
2468,NA,0.571484863
2469,NA,0.480743664
2470,NA,0.399444671
2471,NA,0.408105209
2472,NA,0.254020153
2473,NA,0.055200267
2474,NA,0.042618877
2475,NA,0.03319996
2476,NA,0.020653215
2477,NA,0.026434842
2478,NA,0.026434842
2479,NA,0.026434842
2480,NA,0.026434842
2481,NA,0.026434842
2482,NA,0.026434842
2483,NA,2.81E-06
2484,NA,0.023195548
2485,NA,0.046091347
2486,NA,0.369885628
2487,NA,0.563514215
2488,NA,0.665991389
2489,NA,0.62298795
2490,NA,0.576271441
2491,NA,0.340816578
2492,NA,0.345172716
2493,NA,0.290365689
2494,NA,0.241261687
2495,NA,0.246492589
2496,NA,0.153426331
2497,NA,0.033340561
2498,NA,0.025741493
2499,NA,0.020052535
2500,NA,0.012474392
2501,NA,0.04672145
2502,NA,0.04672145
2503,NA,0.04672145
2504,NA,0.04672145
2505,NA,0.04672145
2506,NA,0.04672145
2507,NA,4.96E-06
2508,NA,0.040996259
2509,NA,0.081462735
2510,NA,0.653742993
2511,NA,0.995965894
2512,NA,1.177086028
2513,NA,1.10108092
2514,NA,1.018513261
2515,NA,0.602365794
2516,NA,0.610064917
2517,NA,0.51319792
2518,NA,0.426410559
2519,NA,0.435655756
2520,NA,0.271168658
2521,NA,0.058926751
2522,NA,0.045496011
2523,NA,0.035441237
2524,NA,0.022047481
2525,NA,0.056394192
2526,NA,0.056394192
2527,NA,0.056394192
2528,NA,0.056394192
2529,NA,0.056394192
2530,NA,0.056394192
2531,NA,5.99E-06
2532,NA,0.049483715
2533,NA,0.098327967
2534,NA,0.789087414
2535,NA,1.202160726
2536,NA,1.420778163
2537,NA,1.329037717
2538,NA,1.229376075
2539,NA,0.727073592
2540,NA,0.736366664
2541,NA,0.619445292
2542,NA,0.514690343
2543,NA,0.525849573
2544,NA,0.327308709
2545,NA,0.071126357
2546,NA,0.05491505
2547,NA,0.042778637
2548,NA,0.026611971
2549,NA,0.061939543
2550,NA,0.061939543
2551,NA,0.061939543
2552,NA,0.061939543
2553,NA,0.061939543
2554,NA,0.061939543
2555,NA,6.57E-06
2556,NA,0.054349545
2557,NA,0.107996747
2558,NA,0.866679911
2559,NA,1.320371524
2560,NA,1.560486039
2561,NA,1.459724576
2562,NA,1.350263012
2563,NA,0.79856815
2564,NA,0.808775028
2565,NA,0.68035655
2566,NA,0.565300844
2567,NA,0.577557383
2568,NA,0.359493609
2569,NA,0.07812035
2570,NA,0.060314954
2571,NA,0.046985144
2572,NA,0.029228778
2573,NA,0.04645632
2574,NA,0.04645632
2575,NA,0.04645632
2576,NA,0.04645632
2577,NA,0.04645632
2578,NA,0.04645632
2579,NA,4.93E-06
2580,NA,0.040763618
2581,NA,0.08100046
2582,NA,0.650033208
2583,NA,0.990314102
2584,NA,1.170406436
2585,NA,1.094832633
2586,NA,1.01273352
2587,NA,0.598947558
2588,NA,0.606602991
2589,NA,0.510285684
2590,NA,0.423990814
2591,NA,0.433183547
2592,NA,0.269629861
2593,NA,0.05859236
2594,NA,0.045237835
2595,NA,0.035240119
2596,NA,0.021922368
2597,NA,0.05833088
2598,NA,0.05833088
2599,NA,0.05833088
2600,NA,0.05833088
2601,NA,0.05833088
2602,NA,0.05833088
2603,NA,6.19E-06
2604,NA,0.051183083
2605,NA,0.101704742
2606,NA,0.816186227
2607,NA,1.243445288
2608,NA,1.469570479
2609,NA,1.374679485
2610,NA,1.271595266
2611,NA,0.752042729
2612,NA,0.761654943
2613,NA,0.640718261
2614,NA,0.532365821
2615,NA,0.543908281
2616,NA,0.338549133
2617,NA,0.073568976
2618,NA,0.056800941
2619,NA,0.04424774
2620,NA,0.027525879
2621,NA,0.042458192
2622,NA,0.042458192
2623,NA,0.042458192
2624,NA,0.042458192
2625,NA,0.042458192
2626,NA,0.042458192
2627,NA,4.51E-06
2628,NA,0.037255416
2629,NA,0.074029391
2630,NA,0.594089991
2631,NA,0.9050856
2632,NA,1.069678811
2633,NA,1.000609048
2634,NA,0.925575556
2635,NA,0.547400879
2636,NA,0.554397469
2637,NA,0.466369431
2638,NA,0.387501278
2639,NA,0.395902866
2640,NA,0.246424952
2641,NA,0.053549779
2642,NA,0.041344572
2643,NA,0.032207281
2644,NA,0.020035684
2645,NA,0.025644441
2646,NA,0.025644441
2647,NA,0.025644441
2648,NA,0.025644441
2649,NA,0.025644441
2650,NA,0.025644441
2651,NA,2.72E-06
2652,NA,0.022502001
2653,NA,0.044713216
2654,NA,0.35882605
2655,NA,0.546665143
2656,NA,0.64607825
2657,NA,0.604360614
2658,NA,0.559040929
2659,NA,0.330626164
2660,NA,0.334852054
2661,NA,0.281683757
2662,NA,0.234047964
2663,NA,0.239122462
2664,NA,0.148838885
2665,NA,0.032343679
2666,NA,0.024971822
2667,NA,0.019452964
2668,NA,0.012101408
2669,NA,0.042984046
2670,NA,0.042984046
2671,NA,0.042984046
2672,NA,0.042984046
2673,NA,0.042984046
2674,NA,0.042984046
2675,NA,4.56E-06
2676,NA,0.037716832
2677,NA,0.074946261
2678,NA,0.601447921
2679,NA,0.916295275
2680,NA,1.082927008
2681,NA,1.013001801
2682,NA,0.937039004
2683,NA,0.554180554
2684,NA,0.561263799
2685,NA,0.472145515
2686,NA,0.392300563
2687,NA,0.400806206
2688,NA,0.249476977
2689,NA,0.054213004
2690,NA,0.041856634
2691,NA,0.032606175
2692,NA,0.02028383
2693,NA,0.051883034
2694,NA,0.051883034
2695,NA,0.051883034
2696,NA,0.051883034
2697,NA,0.051883034
2698,NA,0.051883034
2699,NA,5.51E-06
2700,NA,0.045525349
2701,NA,0.090462386
2702,NA,0.725965692
2703,NA,1.105995898
2704,NA,1.307125401
2705,NA,1.222723577
2706,NA,1.131034201
2707,NA,0.668912561
2708,NA,0.67746225
2709,NA,0.569893807
2710,NA,0.473518554
2711,NA,0.48378512
2712,NA,0.301126198
2713,NA,0.065436723
2714,NA,0.050522213
2715,NA,0.039356632
2716,NA,0.024483191
2717,NA,0.056984793
2718,NA,0.056984793
2719,NA,0.056984793
2720,NA,0.056984793
2721,NA,0.056984793
2722,NA,0.056984793
2723,NA,6.05E-06
2724,NA,0.050001945
2725,NA,0.099357728
2726,NA,0.797351308
2727,NA,1.214750622
2728,NA,1.43565758
2729,NA,1.342956361
2730,NA,1.24225099
2731,NA,0.734688032
2732,NA,0.744078429
2733,NA,0.625932571
2734,NA,0.520080552
2735,NA,0.53135665
2736,NA,0.330736522
2737,NA,0.071871244
2738,NA,0.05549016
2739,NA,0.043226646
2740,NA,0.026890671
2741,NA,0.042740125
2742,NA,0.042740125
2743,NA,0.042740125
2744,NA,0.042740125
2745,NA,0.042740125
2746,NA,0.042740125
2747,NA,4.54E-06
2748,NA,0.037502801
2749,NA,0.074520964
2750,NA,0.598034894
2751,NA,0.911095589
2752,NA,1.07678174
2753,NA,1.007253336
2754,NA,0.931721604
2755,NA,0.551035755
2756,NA,0.558078804
2757,NA,0.469466238
2758,NA,0.390074381
2759,NA,0.398531757
2760,NA,0.248061274
2761,NA,0.053905363
2762,NA,0.04161911
2763,NA,0.032421145
2764,NA,0.020168725
2765,NA,0.053664799
2766,NA,0.053664799
2767,NA,0.053664799
2768,NA,0.053664799
2769,NA,0.053664799
2770,NA,0.053664799
2771,NA,5.70E-06
2772,NA,0.047088779
2773,NA,0.093569042
2774,NA,0.750896781
2775,NA,1.143977971
2776,NA,1.352014657
2777,NA,1.264714309
2778,NA,1.169876139
2779,NA,0.691884334
2780,NA,0.700727636
2781,NA,0.58946508
2782,NA,0.489780112
2783,NA,0.500399252
2784,NA,0.311467464
2785,NA,0.067683949
2786,NA,0.052257245
2787,NA,0.040708216
2788,NA,0.025323992
2789,NA,0.039061821
2790,NA,0.039061821
2791,NA,0.039061821
2792,NA,0.039061821
2793,NA,0.039061821
2794,NA,0.039061821
2795,NA,4.15E-06
2796,NA,0.034275232
2797,NA,0.068107534
2798,NA,0.546566761
2799,NA,0.832684798
2800,NA,0.984111652
2801,NA,0.920567008
2802,NA,0.851535694
2803,NA,0.503612465
2804,NA,0.510049375
2805,NA,0.429062992
2806,NA,0.356503764
2807,NA,0.364233281
2808,NA,0.226712602
2809,NA,0.049266155
2810,NA,0.038037283
2811,NA,0.029630914
2812,NA,0.018432963
2813,NA,0.023593057
2814,NA,0.023593057
2815,NA,0.023593057
2816,NA,0.023593057
2817,NA,0.023593057
2818,NA,0.023593057
2819,NA,2.50E-06
2820,NA,0.020701992
2821,NA,0.041136457
2822,NA,0.330122363
2823,NA,0.502935584
2824,NA,0.594396306
2825,NA,0.556015802
2826,NA,0.514321389
2827,NA,0.30417828
2828,NA,0.308066126
2829,NA,0.259150938
2830,NA,0.21532569
2831,NA,0.219994262
2832,NA,0.136932769
2833,NA,0.0297564
2834,NA,0.022974243
2835,NA,0.017896857
2836,NA,0.011133376
2837,NA,0.053619567
2838,NA,0.053619567
2839,NA,0.053619567
2840,NA,0.053619567
2841,NA,0.053619567
2842,NA,0.053619567
2843,NA,5.69E-06
2844,NA,0.047049089
2845,NA,0.093490177
2846,NA,0.750263881
2847,NA,1.14301376
2848,NA,1.3508751
2849,NA,1.263648334
2850,NA,1.168890099
2851,NA,0.691301173
2852,NA,0.700137022
2853,NA,0.588968245
2854,NA,0.489367296
2855,NA,0.499977486
2856,NA,0.311204941
2857,NA,0.067626901
2858,NA,0.0522132
2859,NA,0.040673905
2860,NA,0.025302648
2861,NA,0.064720427
2862,NA,0.064720427
2863,NA,0.064720427
2864,NA,0.064720427
2865,NA,0.064720427
2866,NA,0.064720427
2867,NA,6.87E-06
2868,NA,0.056789663
2869,NA,0.112845449
2870,NA,0.905591022
2871,NA,1.379651914
2872,NA,1.63054679
2873,NA,1.525261465
2874,NA,1.410885432
2875,NA,0.834421264
2876,NA,0.845086398
2877,NA,0.710902348
2878,NA,0.590681014
2879,NA,0.603487832
2880,NA,0.375633704
2881,NA,0.081627699
2882,NA,0.063022899
2883,NA,0.049094624
2884,NA,0.030541055
2885,NA,0.071084512
2886,NA,0.071084512
2887,NA,0.071084512
2888,NA,0.071084512
2889,NA,0.071084512
2890,NA,0.071084512
2891,NA,7.55E-06
2892,NA,0.062373901
2893,NA,0.123941762
2894,NA,0.994639546
2895,NA,1.515315765
2896,NA,1.790881621
2897,NA,1.675243386
2898,NA,1.549620536
2899,NA,0.916471527
2900,NA,0.928185385
2901,NA,0.780806756
2902,NA,0.648763825
2903,NA,0.662829962
2904,NA,0.412570495
2905,NA,0.08965431
2906,NA,0.069220063
2907,NA,0.053922193
2908,NA,0.033544216
2909,NA,0.053315293
2910,NA,0.053315293
2911,NA,0.053315293
2912,NA,0.053315293
2913,NA,0.053315293
2914,NA,0.053315293
2915,NA,5.66E-06
2916,NA,0.046782101
2917,NA,0.09295965
2918,NA,0.746006371
2919,NA,1.136527518
2920,NA,1.343209311
2921,NA,1.256477529
2922,NA,1.162257017
2923,NA,0.687378258
2924,NA,0.696163965
2925,NA,0.585626036
2926,NA,0.486590292
2927,NA,0.497140272
2928,NA,0.309438951
2929,NA,0.06724314
2930,NA,0.051916906
2931,NA,0.040443093
2932,NA,0.025159063
2933,NA,0.066943054
2934,NA,0.066943054
2935,NA,0.066943054
2936,NA,0.066943054
2937,NA,0.066943054
2938,NA,0.066943054
2939,NA,7.11E-06
2940,NA,0.058739932
2941,NA,0.116720784
2942,NA,0.936690798
2943,NA,1.427031873
2944,NA,1.686542972
2945,NA,1.577641942
2946,NA,1.459338011
2947,NA,0.863076931
2948,NA,0.874108327
2949,NA,0.735316132
2950,NA,0.610966161
2951,NA,0.62421279
2952,NA,0.388533704
2953,NA,0.084430955
2954,NA,0.065187229
2955,NA,0.05078063
2956,NA,0.031589895
2957,NA,0.048726867
2958,NA,0.048726867
2959,NA,0.048726867
2960,NA,0.048726867
2961,NA,0.048726867
2962,NA,0.048726867
2963,NA,5.17E-06
2964,NA,0.042755935
2965,NA,0.084959348
2966,NA,0.681803503
2967,NA,1.038715583
2968,NA,1.227609909
2969,NA,1.148342445
2970,NA,1.062230748
2971,NA,0.628221048
2972,NA,0.636250639
2973,NA,0.535225835
2974,NA,0.444713314
2975,NA,0.454355341
2976,NA,0.282807988
2977,NA,0.061456055
2978,NA,0.047448829
2979,NA,0.036962476
2980,NA,0.022993822
2981,NA,0.029430675
2982,NA,0.029430675
2983,NA,0.029430675
2984,NA,0.029430675
2985,NA,0.029430675
2986,NA,0.029430675
2987,NA,3.12E-06
2988,NA,0.025824275
2989,NA,0.05131483
2990,NA,0.411804375
2991,NA,0.627376685
2992,NA,0.741467489
2993,NA,0.693590515
2994,NA,0.641579674
2995,NA,0.37944096
2996,NA,0.384290775
2997,NA,0.323272526
2998,NA,0.268603619
2999,NA,0.274427333
3000,NA,0.170813975
3001,NA,0.037119012
3002,NA,0.028658749
3003,NA,0.022325068
3004,NA,0.013888102
3005,NA,0.051647009
3006,NA,0.051647009
3007,NA,0.051647009
3008,NA,0.051647009
3009,NA,0.051647009
3010,NA,0.051647009
3011,NA,5.48E-06
3012,NA,0.045318246
3013,NA,0.090050858
3014,NA,0.722663154
3015,NA,1.10096454
3016,NA,1.301179071
3017,NA,1.217161206
3018,NA,1.12588894
3019,NA,0.665869568
3020,NA,0.674380362
3021,NA,0.567301266
3022,NA,0.471364439
3023,NA,0.481584302
3024,NA,0.299756325
3025,NA,0.065139041
3026,NA,0.050292379
3027,NA,0.039177592
3028,NA,0.024371813
3029,NA,0.06233949
3030,NA,0.06233949
3031,NA,0.06233949
3032,NA,0.06233949
3033,NA,0.06233949
3034,NA,0.06233949
3035,NA,6.62E-06
3036,NA,0.054700483
3037,NA,0.108694088
3038,NA,0.872276116
3039,NA,1.328897243
3040,NA,1.570562192
3041,NA,1.469150106
3042,NA,1.358981742
3043,NA,0.803724553
3044,NA,0.813997338
3045,NA,0.684749654
3046,NA,0.568951026
3047,NA,0.581286706
3048,NA,0.361814881
3049,NA,0.078624778
3050,NA,0.060704411
3051,NA,0.047288529
3052,NA,0.02941751
3053,NA,0.068469453
3054,NA,0.068469453
3055,NA,0.068469453
3056,NA,0.068469453
3057,NA,0.068469453
3058,NA,0.068469453
3059,NA,7.27E-06
3060,NA,0.060079288
3061,NA,0.119382189
3062,NA,0.95804872
3063,NA,1.459570289
3064,NA,1.724998621
3065,NA,1.613614488
3066,NA,1.492613055
3067,NA,0.882756349
3068,NA,0.894039276
3069,NA,0.752082417
3070,NA,0.624897085
3071,NA,0.638445756
3072,NA,0.397392841
3073,NA,0.086356105
3074,NA,0.066673594
3075,NA,0.051938502
3076,NA,0.032310191
3077,NA,0.051353929
3078,NA,0.051353929
3079,NA,0.051353929
3080,NA,0.051353929
3081,NA,0.051353929
3082,NA,0.051353929
3083,NA,5.45E-06
3084,NA,0.04506108
3085,NA,0.089539848
3086,NA,0.718562269
3087,NA,1.094716914
3088,NA,1.293795291
3089,NA,1.2102542
3090,NA,1.119499876
3091,NA,0.662090968
3092,NA,0.670553467
3093,NA,0.56408201
3094,NA,0.468689595
3095,NA,0.478851463
3096,NA,0.298055303
3097,NA,0.064769398
3098,NA,0.050006986
3099,NA,0.038955272
3100,NA,0.024233511
3101,NA,0.064480351
3102,NA,0.064480351
3103,NA,0.064480351
3104,NA,0.064480351
3105,NA,0.064480351
3106,NA,0.064480351
3107,NA,6.84E-06
3108,NA,0.056579006
3109,NA,0.112426857
3110,NA,0.902231793
3111,NA,1.374534187
3112,NA,1.624498385
3113,NA,1.519603609
3114,NA,1.405651846
3115,NA,0.831326034
3116,NA,0.841951607
3117,NA,0.708265303
3118,NA,0.588489922
3119,NA,0.601249234
3120,NA,0.374240316
3121,NA,0.081324907
3122,NA,0.06278912
3123,NA,0.048912511
3124,NA,0.030427765
3125,NA,0.046934302
3126,NA,0.046934302
3127,NA,0.046934302
3128,NA,0.046934302
3129,NA,0.046934302
3130,NA,0.046934302
3131,NA,4.98E-06
3132,NA,0.041183029
3133,NA,0.081833861
3134,NA,0.656721297
3135,NA,1.000503287
3136,NA,1.182448563
3137,NA,1.106097193
3138,NA,1.023153376
3139,NA,0.605110035
3140,NA,0.612844234
3141,NA,0.515535933
3142,NA,0.428353189
3143,NA,0.437640505
3144,NA,0.27240404
3145,NA,0.059195208
3146,NA,0.04570328
3147,NA,0.035602699
3148,NA,0.022147924
3149,NA,0.028347978
3150,NA,0.028347978
3151,NA,0.028347978
3152,NA,0.028347978
3153,NA,0.028347978
3154,NA,0.028347978
3155,NA,3.01E-06
3156,NA,0.024874251
3157,NA,0.049427059
3158,NA,0.396654905
3159,NA,0.604296735
3160,NA,0.714190363
3161,NA,0.668074689
3162,NA,0.617977224
3163,NA,0.365482076
3164,NA,0.370153476
3165,NA,0.311379968
3166,NA,0.258722222
3167,NA,0.264331693
3168,NA,0.164530066
3169,NA,0.035753477
3170,NA,0.02760445
3171,NA,0.021503772
3172,NA,0.013377186
3173,NA,0.045773284
3174,NA,0.045773284
3175,NA,0.045773284
3176,NA,0.045773284
3177,NA,0.045773284
3178,NA,0.045773284
3179,NA,4.86E-06
3180,NA,0.04016428
3181,NA,0.079809529
3182,NA,0.640475921
3183,NA,0.975753743
3184,NA,1.153198222
3185,NA,1.078735563
3186,NA,0.997843534
3187,NA,0.590141371
3188,NA,0.597684248
3189,NA,0.502783072
3190,NA,0.417756975
3191,NA,0.42681455
3192,NA,0.265665556
3193,NA,0.05773089
3194,NA,0.044572714
3195,NA,0.034721992
3196,NA,0.021600049
3197,NA,0.055249727
3198,NA,0.055249727
3199,NA,0.055249727
3200,NA,0.055249727
3201,NA,0.055249727
3202,NA,0.055249727
3203,NA,5.86E-06
3204,NA,0.048479492
3205,NA,0.096332497
3206,NA,0.773073659
3207,NA,1.177764053
3208,NA,1.391944865
3209,NA,1.3020662
3210,NA,1.204427094
3211,NA,0.712318347
3212,NA,0.721422826
3213,NA,0.606874258
3214,NA,0.504245208
3215,NA,0.515177972
3216,NA,0.3206663
3217,NA,0.069682917
3218,NA,0.053800603
3219,NA,0.041910487
3220,NA,0.026071907
3221,NA,0.06068254
3222,NA,0.06068254
3223,NA,0.06068254
3224,NA,0.06068254
3225,NA,0.06068254
3226,NA,0.06068254
3227,NA,6.44E-06
3228,NA,0.053246574
3229,NA,0.105805059
3230,NA,0.849091493
3231,NA,1.293575879
3232,NA,1.528817506
3233,NA,1.430100898
3234,NA,1.322860749
3235,NA,0.782361993
3236,NA,0.792361733
3237,NA,0.666549382
3238,NA,0.553828618
3239,NA,0.565836422
3240,NA,0.352198039
3241,NA,0.076534974
3242,NA,0.059090921
3243,NA,0.046031626
3244,NA,0.028635609
3245,NA,0.045513535
3246,NA,0.045513535
3247,NA,0.045513535
3248,NA,0.045513535
3249,NA,0.045513535
3250,NA,0.045513535
3251,NA,4.83E-06
3252,NA,0.039936361
3253,NA,0.079356635
3254,NA,0.636841422
3255,NA,0.970216649
3256,NA,1.146654186
3257,NA,1.072614079
3258,NA,0.992181087
3259,NA,0.586792505
3260,NA,0.594292579
3261,NA,0.499929937
3262,NA,0.415386337
3263,NA,0.424392512
3264,NA,0.264157988
3265,NA,0.057403286
3266,NA,0.044319778
3267,NA,0.034524956
3268,NA,0.021477475
3269,NA,0.057147112
3270,NA,0.057147112
3271,NA,0.057147112
3272,NA,0.057147112
3273,NA,0.057147112
3274,NA,0.057147112
3275,NA,6.07E-06
3276,NA,0.050144373
3277,NA,0.099640744
3278,NA,0.799622528
3279,NA,1.218210786
3280,NA,1.439746988
3281,NA,1.346781714
3282,NA,1.245789488
3283,NA,0.736780759
3284,NA,0.746197904
3285,NA,0.627715513
3286,NA,0.521561979
3287,NA,0.532870196
3288,NA,0.331678611
3289,NA,0.072075966
3290,NA,0.055648222
3291,NA,0.043349775
3292,NA,0.026967268
3293,NA,0.041596545
3294,NA,0.041596545
3295,NA,0.041596545
3296,NA,0.041596545
3297,NA,0.041596545
3298,NA,0.041596545
3299,NA,4.42E-06
3300,NA,0.036499354
3301,NA,0.072527037
3302,NA,0.582033518
3303,NA,0.886717775
3304,NA,1.047970729
3305,NA,0.980302669
3306,NA,0.906791908
3307,NA,0.536291915
3308,NA,0.543146517
3309,NA,0.456904921
3310,NA,0.37963732
3311,NA,0.387868405
3312,NA,0.241423999
3313,NA,0.052463039
3314,NA,0.040505525
3315,NA,0.031553666
3316,NA,0.019629079
3317,NA,0.025124012
3318,NA,0.025124012
3319,NA,0.025124012
3320,NA,0.025124012
3321,NA,0.025124012
3322,NA,0.025124012
3323,NA,2.67E-06
3324,NA,0.022045345
3325,NA,0.043805805
3326,NA,0.351544027
3327,NA,0.535571111
3328,NA,0.632966726
3329,NA,0.592095708
3330,NA,0.547695741
3331,NA,0.323916431
3332,NA,0.32805656
3333,NA,0.275967261
3334,NA,0.22929819
3335,NA,0.234269706
3336,NA,0.145818346
3337,NA,0.031687295
3338,NA,0.024465043
3339,NA,0.019058186
3340,NA,0.011855822
3341,NA,0.070351488
3342,NA,0.070351488
3343,NA,0.070351488
3344,NA,0.070351488
3345,NA,0.070351488
3346,NA,0.070351488
3347,NA,7.47E-06
3348,NA,0.061730701
3349,NA,0.122663673
3350,NA,0.984382814
3351,NA,1.499689816
3352,NA,1.772414035
3353,NA,1.657968262
3354,NA,1.533640836
3355,NA,0.907020865
3356,NA,0.918613929
3357,NA,0.77275507
3358,NA,0.642073767
3359,NA,0.655994854
3360,NA,0.408316065
3361,NA,0.088729794
3362,NA,0.068506265
3363,NA,0.053366147
3364,NA,0.033198308
3365,NA,0.084916357
3366,NA,0.084916357
3367,NA,0.084916357
3368,NA,0.084916357
3369,NA,0.084916357
3370,NA,0.084916357
3371,NA,9.01E-06
3372,NA,0.074510808
3373,NA,0.148058735
3374,NA,1.188179601
3375,NA,1.810170618
3376,NA,2.139356936
3377,NA,2.001217453
3378,NA,1.851150518
3379,NA,1.094801407
3380,NA,1.108794583
3381,NA,0.932738563
3382,NA,0.775002307
3383,NA,0.791805477
3384,NA,0.492849745
3385,NA,0.107099524
3386,NA,0.082689118
3387,NA,0.064414541
3388,NA,0.040071354
3389,NA,0.093266348
3390,NA,0.093266348
3391,NA,0.093266348
3392,NA,0.093266348
3393,NA,0.093266348
3394,NA,0.093266348
3395,NA,9.90E-06
3396,NA,0.081837601
3397,NA,0.162617638
3398,NA,1.305015609
3399,NA,1.98816821
3400,NA,2.349724057
3401,NA,2.198001051
3402,NA,2.033177743
3403,NA,1.202455355
3404,NA,1.217824507
3405,NA,1.024456557
3406,NA,0.851209789
3407,NA,0.869665247
3408,NA,0.541312618
3409,NA,0.117630828
3410,NA,0.0908201
3411,NA,0.070748548
3412,NA,0.044011648
3413,NA,0.069952266
3414,NA,0.069952266
3415,NA,0.069952266
3416,NA,0.069952266
3417,NA,0.069952266
3418,NA,0.069952266
3419,NA,7.43E-06
3420,NA,0.061380398
3421,NA,0.121967595
3422,NA,0.978796753
3423,NA,1.49117955
3424,NA,1.762356145
3425,NA,1.648559816
3426,NA,1.524937908
3427,NA,0.901873808
3428,NA,0.913401085
3429,NA,0.768369929
3430,NA,0.638430201
3431,NA,0.65227229
3432,NA,0.405999
3433,NA,0.08822628
3434,NA,0.068117514
3435,NA,0.053063311
3436,NA,0.033009918
3437,NA,0.087832552
3438,NA,0.087832552
3439,NA,0.087832552
3440,NA,0.087832552
3441,NA,0.087832552
3442,NA,0.087832552
3443,NA,9.32E-06
3444,NA,0.077069656
3445,NA,0.153143363
3446,NA,1.228984025
3447,NA,1.872335436
3448,NA,2.212826659
3449,NA,2.069943195
3450,NA,1.914722666
3451,NA,1.132399039
3452,NA,1.146872769
3453,NA,0.964770639
3454,NA,0.80161741
3455,NA,0.818997634
3456,NA,0.509775174
3457,NA,0.110777532
3458,NA,0.085528825
3459,NA,0.066626663
3460,NA,0.041447483
3461,NA,0.063932027
3462,NA,0.063932027
3463,NA,0.063932027
3464,NA,0.063932027
3465,NA,0.063932027
3466,NA,0.063932027
3467,NA,6.79E-06
3468,NA,0.056097873
3469,NA,0.111470809
3470,NA,0.894559458
3471,NA,1.36284552
3472,NA,1.61068409
3473,NA,1.506681311
3474,NA,1.393698564
3475,NA,0.824256663
3476,NA,0.834791878
3477,NA,0.702242407
3478,NA,0.583485563
3479,NA,0.596136373
3480,NA,0.371057877
3481,NA,0.080633342
3482,NA,0.062255178
3483,NA,0.048496572
3484,NA,0.030169016
3485,NA,0.038614481
3486,NA,0.038614481
3487,NA,0.038614481
3488,NA,0.038614481
3489,NA,0.038614481
3490,NA,0.038614481
3491,NA,4.10E-06
3492,NA,0.033882709
3493,NA,0.067327561
3494,NA,0.54030743
3495,NA,0.823148818
3496,NA,0.972841519
3497,NA,0.910024594
3498,NA,0.841783833
3499,NA,0.497845051
3500,NA,0.504208245
3501,NA,0.424149325
3502,NA,0.352421052
3503,NA,0.360062049
3504,NA,0.224116269
3505,NA,0.048701954
3506,NA,0.037601676
3507,NA,0.029291578
3508,NA,0.018221867
3509,NA,0.044634075
3510,NA,0.044634075
3511,NA,0.044634075
3512,NA,0.044634075
3513,NA,0.044634075
3514,NA,0.044634075
3515,NA,4.74E-06
3516,NA,0.039164669
3517,NA,0.077823224
3518,NA,0.624535712
3519,NA,0.951469117
3520,NA,1.124497346
3521,NA,1.051887919
3522,NA,0.973009136
3523,NA,0.575453892
3524,NA,0.582809042
3525,NA,0.490269772
3526,NA,0.407359811
3527,NA,0.416191961
3528,NA,0.259053654
3529,NA,0.05629408
3530,NA,0.043463385
3531,NA,0.033857829
3532,NA,0.021062465
3533,NA,0.053874669
3534,NA,0.053874669
3535,NA,0.053874669
3536,NA,0.053874669
3537,NA,0.053874669
3538,NA,0.053874669
3539,NA,5.72E-06
3540,NA,0.047272931
3541,NA,0.093934967
3542,NA,0.753833349
3543,NA,1.148451781
3544,NA,1.357302046
3545,NA,1.269660288
3546,NA,1.17445123
3547,NA,0.694590119
3548,NA,0.703468005
3549,NA,0.59177033
3550,NA,0.491695518
3551,NA,0.502356188
3552,NA,0.312685535
3553,NA,0.067948644
3554,NA,0.05246161
3555,NA,0.040867416
3556,NA,0.025423028
3557,NA,0.059172269
3558,NA,0.059172269
3559,NA,0.059172269
3560,NA,0.059172269
3561,NA,0.059172269
3562,NA,0.059172269
3563,NA,6.28E-06
3564,NA,0.05192137
3565,NA,0.103171775
3566,NA,0.827959246
