,V1,N05B
1243,NA,0.666600147
1244,NA,0.67512028
1245,NA,0.567923697
1246,NA,0.471881611
1247,NA,0.482112687
1248,NA,0.300085212
1249,NA,0.06521051
1250,NA,0.050347559
1251,NA,0.039220577
1252,NA,0.024398553
1253,NA,0.064919495
1254,NA,0.064919495
1255,NA,0.064919495
1256,NA,0.064919495
1257,NA,0.064919495
1258,NA,0.064919495
1259,NA,6.89E-06
1260,NA,0.056964338
1261,NA,0.113192541
1262,NA,0.908376453
1263,NA,1.383895469
1264,NA,1.635562051
1265,NA,1.529952888
1266,NA,1.415225056
1267,NA,0.83698779
1268,NA,0.847685728
1269,NA,0.713088953
1270,NA,0.59249784
1271,NA,0.605344049
1272,NA,0.376789084
1273,NA,0.081878771
1274,NA,0.063216746
1275,NA,0.04924563
1276,NA,0.030634994
1277,NA,0.047253949
1278,NA,0.047253949
1279,NA,0.047253949
1280,NA,0.047253949
1281,NA,0.047253949
1282,NA,0.047253949
1283,NA,5.02E-06
1284,NA,0.041463506
1285,NA,0.082391192
1286,NA,0.661193906
1287,NA,1.007317227
1288,NA,1.190501644
1289,NA,1.113630282
1290,NA,1.030121574
1291,NA,0.609231145
1292,NA,0.617018017
1293,NA,0.519046997
1294,NA,0.431270493
1295,NA,0.440621061
1296,NA,0.274259252
1297,NA,0.059598357
1298,NA,0.046014543
1299,NA,0.035845172
1300,NA,0.022298763
1301,NA,0.028541043
1302,NA,0.028541043
1303,NA,0.028541043
1304,NA,0.028541043
1305,NA,0.028541043
1306,NA,0.028541043
1307,NA,3.03E-06
1308,NA,0.025043657
1309,NA,0.049763683
1310,NA,0.399356328
1311,NA,0.608412306
1312,NA,0.719054366
1313,NA,0.67262462
1314,NA,0.622185966
1315,NA,0.367971196
1316,NA,0.372674411
1317,NA,0.313500625
1318,NA,0.260484253
1319,NA,0.266131928
1320,NA,0.1656506
1321,NA,0.035996976
1322,NA,0.02779245
1323,NA,0.021650224
1324,NA,0.013468291
1325,NA,0.052455524
1326,NA,0.052455524
1327,NA,0.052455524
1328,NA,0.052455524
1329,NA,0.052455524
1330,NA,0.052455524
1331,NA,5.57E-06
1332,NA,0.046027687
1333,NA,0.091460571
1334,NA,0.73397618
1335,NA,1.118199735
1336,NA,1.321548551
1337,NA,1.236215417
1338,NA,1.143514317
1339,NA,0.676293511
1340,NA,0.684937539
1341,NA,0.576182158
1342,NA,0.478743476
1343,NA,0.489123327
1344,NA,0.3044489
1345,NA,0.066158769
1346,NA,0.051079688
1347,NA,0.039790903
1348,NA,0.024753345
1349,NA,0.063315392
1350,NA,0.063315392
1351,NA,0.063315392
1352,NA,0.063315392
1353,NA,0.063315392
1354,NA,0.063315392
1355,NA,6.72E-06
1356,NA,0.055556799
1357,NA,0.110395654
1358,NA,0.885931278
1359,NA,1.34970064
1360,NA,1.595148765
1361,NA,1.49214911
1362,NA,1.380256101
1363,NA,0.816306565
1364,NA,0.826740167
1365,NA,0.695469158
1366,NA,0.577857745
1367,NA,0.590386535
1368,NA,0.36747896
1369,NA,0.079855619
1370,NA,0.061654716
1371,NA,0.048028814
1372,NA,0.02987803
1373,NA,0.069541317
1374,NA,0.069541317
1375,NA,0.069541317
1376,NA,0.069541317
1377,NA,0.069541317
1378,NA,0.069541317
1379,NA,7.38E-06
1380,NA,0.061019807
1381,NA,0.121251073
1382,NA,0.97304662
1383,NA,1.482419325
1384,NA,1.75200284
1385,NA,1.63887503
1386,NA,1.515979363
1387,NA,0.896575575
1388,NA,0.908035132
1389,NA,0.76385599
1390,NA,0.634679619
1391,NA,0.64844039
1392,NA,0.40361388
1393,NA,0.087707978
1394,NA,0.067717344
1395,NA,0.052751581
1396,NA,0.032815995
1397,NA,0.052157856
1398,NA,0.052157856
1399,NA,0.052157856
1400,NA,0.052157856
1401,NA,0.052157856
1402,NA,0.052157856
1403,NA,5.54E-06
1404,NA,0.045766494
1405,NA,0.090941561
1406,NA,0.729811097
1407,NA,1.111854304
1408,NA,1.314049181
1409,NA,1.229200285
1410,NA,1.137025234
1411,NA,0.672455759
1412,NA,0.681050735
1413,NA,0.572912506
1414,NA,0.476026758
1415,NA,0.486347706
1416,NA,0.302721249
1417,NA,0.065783339
1418,NA,0.050789827
1419,NA,0.039565102
1420,NA,0.024612878
1421,NA,0.065489767
1422,NA,0.065489767
1423,NA,0.065489767
1424,NA,0.065489767
1425,NA,0.065489767
1426,NA,0.065489767
1427,NA,6.95E-06
1428,NA,0.057464729
1429,NA,0.114186858
1430,NA,0.916355899
1431,NA,1.396052014
1432,NA,1.64992931
1433,NA,1.543392444
1434,NA,1.427656809
1435,NA,0.844340137
1436,NA,0.855132049
1437,NA,0.719352936
1438,NA,0.597702516
1439,NA,0.61066157
1440,NA,0.38009891
1441,NA,0.082598018
1442,NA,0.06377206
1443,NA,0.049678218
1444,NA,0.030904101
1445,NA,0.047669041
1446,NA,0.047669041
1447,NA,0.047669041
1448,NA,0.047669041
1449,NA,0.047669041
1450,NA,0.047669041
1451,NA,5.06E-06
1452,NA,0.041827734
1453,NA,0.08311494
1454,NA,0.667002028
1455,NA,1.016165798
1456,NA,1.200959361
1457,NA,1.123412738
1458,NA,1.039170465
1459,NA,0.61458281
1460,NA,0.622438085
1461,NA,0.523606458
1462,NA,0.4350589
1463,NA,0.444491606
1464,NA,0.276668425
1465,NA,0.060121887
1466,NA,0.046418748
1467,NA,0.036160047
1468,NA,0.022494642
1469,NA,0.028791756
1470,NA,0.028791756
1471,NA,0.028791756
1472,NA,0.028791756
1473,NA,0.028791756
1474,NA,0.028791756
1475,NA,3.06E-06
1476,NA,0.025263648
1477,NA,0.050200822
1478,NA,0.402864391
1479,NA,0.613756778
1480,NA,0.725370751
1481,NA,0.678533153
1482,NA,0.627651431
1483,NA,0.371203564
1484,NA,0.375948092
1485,NA,0.316254506
1486,NA,0.262772423
1487,NA,0.268469709
1488,NA,0.167105724
1489,NA,0.036313184
1490,NA,0.028036587
1491,NA,0.021840406
1492,NA,0.013586601
1493,NA,0.056752998
1494,NA,0.056752998
1495,NA,0.056752998
1496,NA,0.056752998
1497,NA,0.056752998
1498,NA,0.056752998
1499,NA,6.02E-06
1500,NA,0.049798553
1501,NA,0.098953574
1502,NA,0.794107951
1503,NA,1.209809426
1504,NA,1.429817808
1505,NA,1.337493667
1506,NA,1.237197932
1507,NA,0.731699569
1508,NA,0.741051768
1509,NA,0.623386488
1510,NA,0.51796504
1511,NA,0.52919527
1512,NA,0.329391197
1513,NA,0.071578896
1514,NA,0.055264445
1515,NA,0.043050814
1516,NA,0.026781289
1517,NA,0.068502572
1518,NA,0.068502572
1519,NA,0.068502572
1520,NA,0.068502572
1521,NA,0.068502572
1522,NA,0.068502572
1523,NA,7.27E-06
1524,NA,0.060108349
1525,NA,0.119439934
1526,NA,0.958512131
1527,NA,1.460276287
1528,NA,1.725833008
1529,NA,1.614394998
1530,NA,1.493335036
1531,NA,0.88318334
1532,NA,0.894471725
1533,NA,0.752446201
1534,NA,0.625199349
1535,NA,0.638754574
1536,NA,0.397585061
1537,NA,0.086397875
1538,NA,0.066705844
1539,NA,0.051963625
1540,NA,0.032325819
1541,NA,0.075238563
1542,NA,0.075238563
1543,NA,0.075238563
1544,NA,0.075238563
1545,NA,0.075238563
1546,NA,0.075238563
1547,NA,7.99E-06
1548,NA,0.066018919
1549,NA,0.131184695
1550,NA,1.05276449
1551,NA,1.603868089
1552,NA,1.895537518
1553,NA,1.773141593
1554,NA,1.640177569
1555,NA,0.970028473
1556,NA,0.982426867
1557,NA,0.826435697
1558,NA,0.686676415
1559,NA,0.701564552
1560,NA,0.436680372
1561,NA,0.094893546
1562,NA,0.073265159
1563,NA,0.057073309
1564,NA,0.03550448
1565,NA,0.056430943
1566,NA,0.056430943
1567,NA,0.056430943
1568,NA,0.056430943
1569,NA,0.056430943
1570,NA,0.056430943
1571,NA,5.99E-06
1572,NA,0.049515962
1573,NA,0.098392044
1574,NA,0.789601639
1575,NA,1.202944139
1576,NA,1.421704044
1577,NA,1.329903813
1578,NA,1.230177224
1579,NA,0.727547405
1580,NA,0.736846534
1581,NA,0.619848967
1582,NA,0.515025752
1583,NA,0.526192254
1584,NA,0.327522006
1585,NA,0.071172708
1586,NA,0.054950837
1587,NA,0.042806515
1588,NA,0.026629313
1589,NA,0.070855085
1590,NA,0.070855085
1591,NA,0.070855085
1592,NA,0.070855085
1593,NA,0.070855085
1594,NA,0.070855085
1595,NA,7.52E-06
1596,NA,0.062172587
1597,NA,0.123541736
1598,NA,0.991429322
1599,NA,1.510425045
1600,NA,1.785101506
1601,NA,1.669836496
1602,NA,1.544619097
1603,NA,0.913513593
1604,NA,0.925189643
1605,NA,0.778286683
1606,NA,0.646669924
1607,NA,0.660690662
1608,NA,0.411238914
1609,NA,0.089364948
1610,NA,0.068996654
1611,NA,0.053748158
1612,NA,0.033435952
1613,NA,0.051574378
1614,NA,0.051574378
1615,NA,0.051574378
1616,NA,0.051574378
1617,NA,0.051574378
1618,NA,0.051574378
1619,NA,5.47E-06
1620,NA,0.045254515
1621,NA,0.089924219
1622,NA,0.721646871
1623,NA,1.099416251
1624,NA,1.299349221
1625,NA,1.21544951
1626,NA,1.1243056
1627,NA,0.664933154
1628,NA,0.67343198
1629,NA,0.566503469
1630,NA,0.470701559
1631,NA,0.480907049
1632,NA,0.299334778
1633,NA,0.065047436
1634,NA,0.050221653
1635,NA,0.039122497
1636,NA,0.024337539
1637,NA,0.03115055
1638,NA,0.03115055
1639,NA,0.03115055
1640,NA,0.03115055
1641,NA,0.03115055
1642,NA,0.03115055
1643,NA,3.31E-06
1644,NA,0.027333399
1645,NA,0.054313577
1646,NA,0.435869481
1647,NA,0.664039449
1648,NA,0.784797514
1649,NA,0.734122696
1650,NA,0.679072435
1651,NA,0.401614807
1652,NA,0.406748036
1653,NA,0.34216399
1654,NA,0.284300331
1655,NA,0.290464372
1656,NA,0.180796037
1657,NA,0.03928818
1658,NA,0.030333514
1659,NA,0.023629704
1660,NA,0.014699697
1661,NA,0.052084856
1662,NA,0.052084856
1663,NA,0.052084856
1664,NA,0.052084856
1665,NA,0.052084856
1666,NA,0.052084856
1667,NA,5.53E-06
1668,NA,0.04570244
1669,NA,0.090814281
1670,NA,0.728789665
1671,NA,1.110298172
1672,NA,1.312210059
1673,NA,1.227479917
1674,NA,1.135433873
1675,NA,0.671514601
1676,NA,0.680097548
1677,NA,0.572110668
1678,NA,0.475360519
1679,NA,0.485667022
1680,NA,0.302297566
1681,NA,0.065691269
1682,NA,0.050718742
1683,NA,0.039509727
1684,NA,0.02457843
1685,NA,0.062867985
1686,NA,0.062867985
1687,NA,0.062867985
1688,NA,0.062867985
1689,NA,0.062867985
1690,NA,0.062867985
1691,NA,6.67E-06
1692,NA,0.055164217
1693,NA,0.109615562
1694,NA,0.879670999
1695,NA,1.340163217
1696,NA,1.583876925
1697,NA,1.4816051
1698,NA,1.370502762
1699,NA,0.810538278
1700,NA,0.820898152
1701,NA,0.690554747
1702,NA,0.573774414
1703,NA,0.586214672
1704,NA,0.364882234
1705,NA,0.079291334
1706,NA,0.061219044
1707,NA,0.047689427
1708,NA,0.029666902
1709,NA,0.069049916
1710,NA,0.069049916
1711,NA,0.069049916
1712,NA,0.069049916
1713,NA,0.069049916
1714,NA,0.069049916
1715,NA,7.33E-06
1716,NA,0.060588621
1717,NA,0.120394274
1718,NA,0.966170757
1719,NA,1.471944068
1720,NA,1.739622618
1721,NA,1.627294206
1722,NA,1.50526696
1723,NA,0.89024008
1724,NA,0.901618661
1725,NA,0.758458336
1726,NA,0.630194766
1727,NA,0.643858299
1728,NA,0.400761813
1729,NA,0.087088205
1730,NA,0.067238831
1731,NA,0.052378821
1732,NA,0.032584107
1733,NA,0.051789291
1734,NA,0.051789291
1735,NA,0.051789291
1736,NA,0.051789291
1737,NA,0.051789291
1738,NA,0.051789291
1739,NA,5.50E-06
1740,NA,0.045443093
1741,NA,0.090298938
1742,NA,0.724654014
1743,NA,1.10399758
1744,NA,1.304763682
1745,NA,1.220514356
1746,NA,1.128990644
1747,NA,0.667703968
1748,NA,0.676238209
1749,NA,0.56886412
1750,NA,0.472662998
1751,NA,0.482911015
1752,NA,0.300582122
1753,NA,0.065318492
1754,NA,0.050430929
1755,NA,0.039285522
1756,NA,0.024438955
1757,NA,0.065026995
1758,NA,0.065026995
1759,NA,0.065026995
1760,NA,0.065026995
1761,NA,0.065026995
1762,NA,0.065026995
1763,NA,6.90E-06
1764,NA,0.057058665
1765,NA,0.113379976
1766,NA,0.909880631
1767,NA,1.386187056
1768,NA,1.638270372
1769,NA,1.532486331
1770,NA,1.417568522
1771,NA,0.838373755
1772,NA,0.849089408
1773,NA,0.714269754
1774,NA,0.593478955
1775,NA,0.606346436
1776,NA,0.377413008
1777,NA,0.082014354
1778,NA,0.063321426
1779,NA,0.049327175
1780,NA,0.030685722
1781,NA,0.047332196
1782,NA,0.047332196
1783,NA,0.047332196
1784,NA,0.047332196
1785,NA,0.047332196
1786,NA,0.047332196
1787,NA,5.02E-06
1788,NA,0.041532166
1789,NA,0.082527623
1790,NA,0.662288775
1791,NA,1.00898524
1792,NA,1.192472991
1793,NA,1.115474338
1794,NA,1.031827349
1795,NA,0.610239968
1796,NA,0.618039735
1797,NA,0.519906485
1798,NA,0.431984633
1799,NA,0.441350683
1800,NA,0.274713396
1801,NA,0.059697046
1802,NA,0.046090738
1803,NA,0.035904528
1804,NA,0.022335687
1805,NA,0.028588304
1806,NA,0.028588304
1807,NA,0.028588304
1808,NA,0.028588304
1809,NA,0.028588304
1810,NA,0.028588304
1811,NA,3.03E-06
1812,NA,0.025085127
1813,NA,0.049846086
1814,NA,0.40001762
1815,NA,0.609419773
1816,NA,0.720245045
1817,NA,0.673738417
1818,NA,0.623216241
1819,NA,0.368580519
1820,NA,0.373291521
1821,NA,0.314019749
1822,NA,0.260915588
1823,NA,0.266572615
1824,NA,0.165924901
1825,NA,0.036056583
1826,NA,0.027838472
1827,NA,0.021686075
1828,NA,0.013490593
1829,NA,0.059547644
1830,NA,0.059547644
1831,NA,0.059547644
1832,NA,0.059547644
1833,NA,0.059547644
1834,NA,0.059547644
1835,NA,6.32E-06
1836,NA,0.052250747
1837,NA,0.103826272
1838,NA,0.833211619
1839,NA,1.269383172
1840,NA,1.500225264
1841,NA,1.403354873
1842,NA,1.29812035
1843,NA,0.767730107
1844,NA,0.77754283
1845,NA,0.654083446
1846,NA,0.543470807
1847,NA,0.55525404
1848,NA,0.345611163
1849,NA,0.075103602
1850,NA,0.057985791
1851,NA,0.045170734
1852,NA,0.02810006
1853,NA,0.071875793
1854,NA,0.071875793
1855,NA,0.071875793
1856,NA,0.071875793
1857,NA,0.071875793
1858,NA,0.071875793
1859,NA,7.63E-06
1860,NA,0.063068219
1861,NA,0.125321426
1862,NA,1.005711431
1863,NA,1.532183587
1864,NA,1.81081692
1865,NA,1.693891451
1866,NA,1.566870223
1867,NA,0.926673281
1868,NA,0.938517532
1869,NA,0.78949835
1870,NA,0.655985576
1871,NA,0.670208291
1872,NA,0.417163047
1873,NA,0.090652302
1874,NA,0.06999059
1875,NA,0.054522431
1876,NA,0.033917616
1877,NA,0.07894348
1878,NA,0.07894348
1879,NA,0.07894348
1880,NA,0.07894348
1881,NA,0.07894348
1882,NA,0.07894348
1883,NA,8.38E-06
1884,NA,0.06926984
1885,NA,0.137644525
1886,NA,1.104604989
1887,NA,1.682846174
1888,NA,1.988878064
1889,NA,1.860455086
1890,NA,1.720943615
1891,NA,1.017794864
1892,NA,1.030803783
1893,NA,0.867131256
1894,NA,0.720489911
1895,NA,0.736111173
1896,NA,0.458183499
1897,NA,0.099566318
1898,NA,0.076872901
1899,NA,0.059883728
1900,NA,0.037252801
1901,NA,0.05920973
1902,NA,0.05920973
1903,NA,0.05920973
1904,NA,0.05920973
1905,NA,0.05920973
1906,NA,0.05920973
1907,NA,6.28E-06
1908,NA,0.05195424
1909,NA,0.10323709
1910,NA,0.828483406
1911,NA,1.262179824
1912,NA,1.491711959
1913,NA,1.395391278
1914,NA,1.290753927
1915,NA,0.763373481
1916,NA,0.77313052
1917,NA,0.650371729
1918,NA,0.540386782
1919,NA,0.552103148
1920,NA,0.343649929
1921,NA,0.074677413
1922,NA,0.05765674
1923,NA,0.044914404
1924,NA,0.027940601
1925,NA,0.074344149
1926,NA,0.074344149
1927,NA,0.074344149
1928,NA,0.074344149
1929,NA,0.074344149
1930,NA,0.074344149
1931,NA,7.89E-06
1932,NA,0.065234106
1933,NA,0.12962521
1934,NA,1.040249539
1935,NA,1.584801783
1936,NA,1.873003933
1937,NA,1.752063014
1938,NA,1.620679627
1939,NA,0.958497063
1940,NA,0.970748069
1941,NA,0.816611276
1942,NA,0.67851341
1943,NA,0.693224561
1944,NA,0.431489246
1945,NA,0.09376548
1946,NA,0.072394205
1947,NA,0.056394839
1948,NA,0.035082413
1949,NA,0.054114017
1950,NA,0.054114017
1951,NA,0.054114017
1952,NA,0.054114017
1953,NA,0.054114017
1954,NA,0.054114017
1955,NA,5.74E-06
1956,NA,0.04748295
1957,NA,0.094352291
1958,NA,0.757182392
1959,NA,1.153553989
1960,NA,1.363332109
1961,NA,1.275300987
1962,NA,1.179668945
1963,NA,0.697675963
1964,NA,0.706593291
1965,NA,0.594399378
1966,NA,0.493879966
1967,NA,0.504587997
1968,NA,0.314074698
1969,NA,0.068250518
1970,NA,0.05269468
1971,NA,0.041048977
1972,NA,0.025535974
1973,NA,0.032684474
1974,NA,0.032684474
1975,NA,0.032684474
1976,NA,0.032684474
1977,NA,0.032684474
1978,NA,0.032684474
1979,NA,3.47E-06
1980,NA,0.028679357
1981,NA,0.0569881
1982,NA,0.457332678
1983,NA,0.69673825
1984,NA,0.823442714
1985,NA,0.770272554
1986,NA,0.712511494
1987,NA,0.421391226
1988,NA,0.426777227
1989,NA,0.359012917
1990,NA,0.29829992
1991,NA,0.304767494
1992,NA,0.189698841
1993,NA,0.041222819
1994,NA,0.031827205
1995,NA,0.024793284
1996,NA,0.015423544
1997,NA,0.031696119
1998,NA,0.031696119
1999,NA,0.031696119
2000,NA,0.031696119
2001,NA,0.031696119
2002,NA,0.031696119
2003,NA,3.36E-06
2004,NA,0.027812114
2005,NA,0.05526482
2006,NA,0.443503262
2007,NA,0.675669379
2008,NA,0.79854239
2009,NA,0.746980058
2010,NA,0.690965652
2011,NA,0.408648654
2012,NA,0.413871786
2013,NA,0.348156621
2014,NA,0.289279542
2015,NA,0.295551541
2016,NA,0.183962483
2017,NA,0.03997627
2018,NA,0.030864773
2019,NA,0.024043553
2020,NA,0.014957146
2021,NA,0.038258166
2022,NA,0.038258166
2023,NA,0.038258166
2024,NA,0.038258166
2025,NA,0.038258166
2026,NA,0.038258166
2027,NA,4.06E-06
2028,NA,0.033570056
2029,NA,0.066706296
2030,NA,0.535321748
2031,NA,0.815553219
2032,NA,0.963864632
2033,NA,0.901627349
2034,NA,0.83401628
2035,NA,0.49325119
2036,NA,0.499555668
2037,NA,0.420235491
2038,NA,0.34916909
2039,NA,0.35673958
2040,NA,0.222048238
2041,NA,0.048252557
2042,NA,0.037254707
2043,NA,0.02902129
2044,NA,0.018053725
2045,NA,0.042020166
2046,NA,0.042020166
2047,NA,0.042020166
2048,NA,0.042020166
2049,NA,0.042020166
2050,NA,0.042020166
2051,NA,4.46E-06
2052,NA,0.036871065
2053,NA,0.073265656
2054,NA,0.587960975
2055,NA,0.895748151
2056,NA,1.058643312
2057,NA,0.990286117
2058,NA,0.91602672
2059,NA,0.541753537
2060,NA,0.548677946
2061,NA,0.461558062
2062,NA,0.383503564
2063,NA,0.391818476
2064,NA,0.243882672
2065,NA,0.052997325
2066,NA,0.040918035
2067,NA,0.03187501
2068,NA,0.019828983
2069,NA,0.031516253
2070,NA,0.031516253
2071,NA,0.031516253
2072,NA,0.031516253
2073,NA,0.031516253
2074,NA,0.031516253
2075,NA,3.35E-06
2076,NA,0.027654289
2077,NA,0.05495121
2078,NA,0.440986521
2079,NA,0.671835169
2080,NA,0.794010914
2081,NA,0.742741182
2082,NA,0.68704464
2083,NA,0.406329702
2084,NA,0.411523195
2085,NA,0.346180942
2086,NA,0.287637972
2087,NA,0.293874379
2088,NA,0.182918554
2089,NA,0.039749417
2090,NA,0.030689625
2091,NA,0.023907113
2092,NA,0.014872269
2093,NA,0.039572027
2094,NA,0.039572027
2095,NA,0.039572027
2096,NA,0.039572027
2097,NA,0.039572027
2098,NA,0.039572027
2099,NA,4.20E-06
2100,NA,0.034722918
2101,NA,0.068997122
2102,NA,0.553705749
2103,NA,0.84356092
2104,NA,0.996965638
2105,NA,0.932591005
2106,NA,0.862658038
2107,NA,0.510190406
2108,NA,0.516711391
2109,NA,0.434667203
2110,NA,0.361160243
2111,NA,0.368990718
2112,NA,0.229673811
2113,NA,0.049909645
2114,NA,0.038534107
2115,NA,0.030017938
2116,NA,0.018673725
2117,NA,0.028803898
2118,NA,0.028803898
2119,NA,0.028803898
2120,NA,0.028803898
2121,NA,0.028803898
2122,NA,0.028803898
2123,NA,3.06E-06
2124,NA,0.025274303
2125,NA,0.050221994
2126,NA,0.403034299
2127,NA,0.614015629
2128,NA,0.725676675
2129,NA,0.678819323
2130,NA,0.627916142
2131,NA,0.371360118
2132,NA,0.376106648
2133,NA,0.316387886
2134,NA,0.262883247
2135,NA,0.268582935
2136,NA,0.167176201
2137,NA,0.036328499
2138,NA,0.028048412
2139,NA,0.021849617
2140,NA,0.013592331
2141,NA,0.017397346
2142,NA,0.017397346
2143,NA,0.017397346
2144,NA,0.017397346
2145,NA,0.017397346
2146,NA,0.017397346
2147,NA,1.85E-06
2148,NA,0.015265496
2149,NA,0.03033372
2150,NA,0.243429796
2151,NA,0.370860991
2152,NA,0.438303453
2153,NA,0.410001952
2154,NA,0.379256799
2155,NA,0.22429882
2156,NA,0.22716569
2157,NA,0.191095991
2158,NA,0.158779576
2159,NA,0.162222147
2160,NA,0.100973214
2161,NA,0.02194215
2162,NA,0.016941037
2163,NA,0.013197011
2164,NA,0.008209669
2165,NA,0.05141354
2166,NA,0.05141354
2167,NA,0.05141354
2168,NA,0.05141354
2169,NA,0.05141354
2170,NA,0.05141354
2171,NA,5.46E-06
2172,NA,0.045113386
2173,NA,0.089643785
2174,NA,0.719396369
2175,NA,1.095987651
2176,NA,1.295297117
2177,NA,1.211659052
2178,NA,1.120799381
2179,NA,0.662859517
2180,NA,0.671331839
2181,NA,0.564736791
2182,NA,0.469233646
2183,NA,0.479407309
2184,NA,0.298401283
2185,NA,0.064844581
2186,NA,0.050065033
2187,NA,0.039000491
2188,NA,0.024261641
2189,NA,0.062057686
2190,NA,0.062057686
2191,NA,0.062057686
2192,NA,0.062057686
2193,NA,0.062057686
2194,NA,0.062057686
2195,NA,6.59E-06
2196,NA,0.054453211
2197,NA,0.108202739
2198,NA,0.868333009
2199,NA,1.322889989
2200,NA,1.563462496
2201,NA,1.462508841
2202,NA,1.352838491
2203,NA,0.800091332
2204,NA,0.810317679
2205,NA,0.681654256
2206,NA,0.566379093
2207,NA,0.57865901
2208,NA,0.360179304
2209,NA,0.078269356
2210,NA,0.060429998
2211,NA,0.047074763
2212,NA,0.029284529
2213,NA,0.068159938
2214,NA,0.068159938
2215,NA,0.068159938
2216,NA,0.068159938
2217,NA,0.068159938
2218,NA,0.068159938
2219,NA,7.23E-06
2220,NA,0.059807701
2221,NA,0.118842524
2222,NA,0.95371788
2223,NA,1.45297233
2224,NA,1.717200799
2225,NA,1.606320176
2226,NA,1.485865727
2227,NA,0.878765866
2228,NA,0.889997789
2229,NA,0.748682643
2230,NA,0.622072249
2231,NA,0.635559675
2232,NA,0.395596435
2233,NA,0.085965733
2234,NA,0.066372197
2235,NA,0.051703715
2236,NA,0.032164133
2237,NA,0.051121784
2238,NA,0.051121784
2239,NA,0.051121784
2240,NA,0.051121784
2241,NA,0.051121784
2242,NA,0.051121784
2243,NA,5.43E-06
2244,NA,0.044857382
2245,NA,0.089135084
2246,NA,0.715314022
2247,NA,1.089768267
2248,NA,1.287946715
2249,NA,1.20478327
2250,NA,1.114439198
2251,NA,0.659097999
2252,NA,0.667522243
2253,NA,0.561532088
2254,NA,0.466570893
2255,NA,0.476686824
2256,NA,0.29670795
2257,NA,0.064476609
2258,NA,0.04978093
2259,NA,0.038779175
2260,NA,0.024123964
2261,NA,0.064188869
2262,NA,0.064188869
2263,NA,0.064188869
2264,NA,0.064188869
2265,NA,0.064188869
2266,NA,0.064188869
2267,NA,6.81E-06
2268,NA,0.056323241
2269,NA,0.111918633
2270,NA,0.898153271
2271,NA,1.368320632
2272,NA,1.617154871
2273,NA,1.51273427
2274,NA,1.399297624
2275,NA,0.827568041
2276,NA,0.838145581
2277,NA,0.705063604
2278,NA,0.585829665
2279,NA,0.598531298
2280,NA,0.37254857
2281,NA,0.080957279
2282,NA,0.062505283
2283,NA,0.048691402
2284,NA,0.030290217
2285,NA,0.046722137
2286,NA,0.046722137
2287,NA,0.046722137
2288,NA,0.046722137
2289,NA,0.046722137
2290,NA,0.046722137
2291,NA,4.96E-06
2292,NA,0.040996862
2293,NA,0.081463933
2294,NA,0.653752602
2295,NA,0.995980532
2296,NA,1.177103328
2297,NA,1.101097102
2298,NA,1.018528231
2299,NA,0.602374647
2300,NA,0.610073883
2301,NA,0.513205463
2302,NA,0.426416826
2303,NA,0.435662159
2304,NA,0.271172643
2305,NA,0.058927617
2306,NA,0.045496679
2307,NA,0.035441758
2308,NA,0.022047805
2309,NA,0.028219832
2310,NA,0.028219832
2311,NA,0.028219832
2312,NA,0.028219832
2313,NA,0.028219832
2314,NA,0.028219832
2315,NA,3.00E-06
2316,NA,0.024761807
2317,NA,0.049203625
2318,NA,0.394861834
2319,NA,0.601565024
2320,NA,0.71096188
2321,NA,0.665054671
2322,NA,0.61518367
2323,NA,0.363829922
2324,NA,0.368480204
2325,NA,0.30997238
2326,NA,0.257552673
2327,NA,0.263136787
2328,NA,0.163786311
2329,NA,0.035591854
2330,NA,0.027479665
2331,NA,0.021406565
2332,NA,0.013316714
2333,NA,0.048161478
2334,NA,0.048161478
2335,NA,0.048161478
2336,NA,0.048161478
2337,NA,0.048161478
2338,NA,0.048161478
2339,NA,5.11E-06
2340,NA,0.042259828
2341,NA,0.083973544
2342,NA,0.673892371
2343,NA,1.026663115
2344,NA,1.213365653
2345,NA,1.13501795
2346,NA,1.049905427
2347,NA,0.620931646
2348,NA,0.628868068
2349,NA,0.52901548
2350,NA,0.439553197
2351,NA,0.449083346
2352,NA,0.279526498
2353,NA,0.060742965
2354,NA,0.046898268
2355,NA,0.036533591
2356,NA,0.022727019
2357,NA,0.058132349
2358,NA,0.058132349
2359,NA,0.058132349
2360,NA,0.058132349
2361,NA,0.058132349
2362,NA,0.058132349
2363,NA,6.17E-06
2364,NA,0.05100888
2365,NA,0.101358588
2366,NA,0.813408318
2367,NA,1.239213193
2368,NA,1.464568761
2369,NA,1.37000073
2370,NA,1.267267362
2371,NA,0.749483133
2372,NA,0.759062633
2373,NA,0.638537561
2374,NA,0.530553901
2375,NA,0.542057077
2376,NA,0.337396873
2377,NA,0.073318582
2378,NA,0.056607618
2379,NA,0.044097141
2380,NA,0.027432194
2381,NA,0.063848616
2382,NA,0.063848616
2383,NA,0.063848616
2384,NA,0.063848616
2385,NA,0.063848616
2386,NA,0.063848616
2387,NA,6.78E-06
2388,NA,0.056024683
2389,NA,0.111325375
2390,NA,0.893392337
2391,NA,1.361067432
2392,NA,1.60858265
2393,NA,1.504715562
2394,NA,1.391880222
2395,NA,0.823181265
2396,NA,0.833702735
2397,NA,0.7013262
2398,NA,0.582724297
2399,NA,0.595358601
2400,NA,0.370573763
2401,NA,0.080528141
2402,NA,0.062173955
2403,NA,0.048433299
2404,NA,0.030129655
