iter	RMSE
545	0.3307030301
546	0.330678172
547	0.330616373
548	0.3306029292
549	0.3305541792
550	0.3305166183
551	0.3304594273
552	0.3303484649
553	0.3303275241
554	0.3302735029
555	0.3302396845
556	0.3302198302
557	0.3302068928
558	0.3301745649
559	0.330094755
560	0.3300486343
561	0.3300361513
562	0.3299940684
563	0.3299578294
564	0.3298994248
565	0.3298483788
566	0.3297885614
567	0.329742806
568	0.3297300341
569	0.3296741697
570	0.3296260116
571	0.3295870887
572	0.3295738163
573	0.3295052304
574	0.3294564659
575	0.3294331226
576	0.3293832325
577	0.3293436498
578	0.3293080269
579	0.3292592819
580	0.3291844881
581	0.3290648238
582	0.329026453
583	0.3289395524
584	0.3288871523
585	0.328842838
586	0.3287681323
587	0.328754804
588	0.3286906642
589	0.3286284322
590	0.3285306349
591	0.3284843673
592	0.3284602622
593	0.3284491707
594	0.3284371921
595	0.328401041
596	0.3283585783
597	0.3283172464
598	0.3282523115
599	0.3282016854
600	0.3281915315
601	0.3281262084
602	0.3280543821
603	0.3280409885
604	0.3279768158
605	0.3279099495
606	0.3278756879
607	0.327780946
608	0.3277393712
609	0.3277163642
610	0.3277051258
611	0.3276621928
612	0.3276513939
613	0.3275772303
614	0.3275316356
615	0.3274933981
616	0.3274319131
617	0.3272932881
618	0.3272636985
619	0.327252304
620	0.3272449643
621	0.3271803706
622	0.3271521147
623	0.3271304504
624	0.3271208792
625	0.3271033302
626	0.3270459916
627	0.3269313873
628	0.3268991646
629	0.3268422093
630	0.3268014288
631	0.3267922321
632	0.3267219042
633	0.3266524117
634	0.3266041221
635	0.326549995
636	0.3265453824
637	0.3264951897
638	0.3264298834
639	0.3263819569
640	0.3263413423
641	0.326329625
642	0.3263128602
643	0.3262345008
644	0.3262259754
645	0.3261529927
646	0.3261217877
647	0.3260640222
648	0.3260169358
649	0.3260090099
650	0.3259814674
651	0.3259269225
652	0.3258405697
653	0.3257970226
654	0.3257892997
655	0.3257477996
656	0.3256984654
657	0.3256442959
658	0.3255907347
659	0.3255459346
660	0.3255059386
661	0.3254998128
662	0.325420642
663	0.3253393898
664	0.3253319867
665	0.3252653273
666	0.3252073878
667	0.3251363066
668	0.3250885434
669	0.3250393808
670	0.3249744547
671	0.3249487828
672	0.3249021364
673	0.3248753255
674	0.3248148762
675	0.3247471919
676	0.3247250165
677	0.3247029057
678	0.3246386047
679	0.3245498167
680	0.3244776496
681	0.3244522985
682	0.3243377943
683	0.3242746703
684	0.3242290329
685	0.3241980642
686	0.3241715898
687	0.3241059161
688	0.3240672501
689	0.3240202702
690	0.3239799112
691	0.3239081796
692	0.3238523494
693	0.3237516112
694	0.3236951237
695	0.3236402124
696	0.3235803307
697	0.3235192795
698	0.3234956511
699	0.3234584893
700	0.3234049203
701	0.323353501
702	0.3233092093
703	0.3232250585
704	0.3231521383
705	0.3231159418
706	0.323081605
707	0.3230504579
708	0.3229984257
709	0.3229375757
710	0.3229236409
711	0.322908497
712	0.3228413823
713	0.3228098783
714	0.3227816001
715	0.3227653491
716	0.3227400375
717	0.3226720482
718	0.3226018023
719	0.3225867141
720	0.3225803946
721	0.3225555513
722	0.32254873
723	0.3224920157
724	0.3224791108
725	0.3224080712
726	0.3223223778
727	0.3222568804
728	0.322252826
729	0.3221872515
730	0.3221315542
731	0.3221277515
732	0.3220497784
733	0.3220143305
734	0.3220068634
735	0.3219792449
736	0.3219723998
737	0.3219144135
738	0.3218204851
739	0.3217758272
740	0.3217426171
741	0.3217356668
742	0.3216970469
743	0.3216452171
744	0.3215404718
745	0.3214947387
746	0.3214309574
747	0.3213782979
748	0.3213165869
749	0.321287471
750	0.3212567859
751	0.3211644277
752	0.3211526943
753	0.3210992243
754	0.3210933707
755	0.3210416281
756	0.3209649215
757	0.3209215177
758	0.3209153087
759	0.3208702711
760	0.3207470957
761	0.3207143733
762	0.3206317794
763	0.3205594395
764	0.3204957954
765	0.3204287867
766	0.3203678329
767	0.3203281123
768	0.3202715798
769	0.3202426404
770	0.3202067365
771	0.3201587143
772	0.3201432046
773	0.3200925092
774	0.3200857047
775	0.3200224928
776	0.3199977019
777	0.3199694054
778	0.3199174712
779	0.3198615639
780	0.3198476983
781	0.3198142738
782	0.3197902443
783	0.3197760297
784	0.3197395629
785	0.3197280354
786	0.3196939766
787	0.3196653931
788	0.3196231369
789	0.3195828931
790	0.3195444795
791	0.3195421328
792	0.3194886867
793	0.3194084231
794	0.3193592144
795	0.3193144055
796	0.3192556283
797	0.3192241589
798	0.3191867793
799	0.3191166864
800	0.3191145374
801	0.3190845068
802	0.3190325843
803	0.3190312844
804	0.318975304
805	0.3189716445
806	0.3189405999
807	0.3188621555
808	0.3188031215
809	0.3187863046
810	0.3186730243
811	0.3185944643
812	0.3185493937
813	0.3185473012
814	0.3185003952
815	0.3184313354
816	0.3183571989
817	0.31830362
818	0.3182853069
819	0.3182226512
820	0.318158183
821	0.3180895619
822	0.3180357583
823	0.3180178168
824	0.3179669032
825	0.3178845797
826	0.3178558491
827	0.3178049986
828	0.3177256326
829	0.3176911381
830	0.3176571379
831	0.3176438039
832	0.3175686754
833	0.3175447336
834	0.3175106198
835	0.3174637159
836	0.3174037587
837	0.3173706181
838	0.3173092583
839	0.3172634604
840	0.3172077581
841	0.3172008978
842	0.3171009195
843	0.317070668
844	0.3170576042
845	0.3170307546
846	0.3169659214
847	0.3169194424
848	0.3168781902
849	0.3167685064
850	0.3166900221
851	0.3166621567
852	0.3165666734
853	0.316492563
854	0.3163827892
855	0.3163615965
856	0.3162955501
857	0.3162092719
858	0.316160925
859	0.3161157309
860	0.3160286375
861	0.3159493539
862	0.3158952688
863	0.3158787381
864	0.3158308955
865	0.3157408489
866	0.315685585
867	0.3156557355
868	0.3156131208
869	0.3155653415
870	0.3155179453
871	0.3154919321
872	0.3154504756
873	0.3154102549
874	0.3153364741
875	0.3152953723
876	0.3152399755
877	0.315199996
878	0.3151642872
879	0.3151222068
880	0.3150926509
881	0.3150502805
882	0.3150131984
883	0.3149778002
884	0.3149109611
885	0.314883937
886	0.3147978808
887	0.3147665957
888	0.3147242309
889	0.3146400656
890	0.3146272694
891	0.3145939167
892	0.3145491678
893	0.3144951279
894	0.31446704
895	0.3144419425
896	0.3143614761
897	0.3142795913
898	0.3142542756
899	0.3142067091
900	0.3141791633
901	0.3141294168
902	0.3140843044
903	0.3140648985
904	0.3140124956
905	0.3139503491
906	0.3139233646
907	0.313888245
908	0.313850671
909	0.3138083687
910	0.313709156
911	0.3136574006
912	0.3136278713
913	0.3135869446
914	0.3135212218
915	0.3134940491
916	0.3134637199
917	0.313411661
918	0.313391161
919	0.3133507921
920	0.3133219394
921	0.3132267295
922	0.3131590447
923	0.3130712658
924	0.3130239554
925	0.3129939242
926	0.3129538399
927	0.3129194031
928	0.312885596
929	0.3128452373
930	0.3128038166
931	0.3127502955
932	0.3127379066
933	0.3127057587
934	0.3126633938
935	0.3126285408
936	0.3125341235
937	0.3124738655
938	0.3124348133
939	0.3123592184
940	0.312289599
941	0.3122501305
942	0.3121993502
943	0.3121874359
944	0.3121554872
945	0.3121113551
946	0.3120416611
947	0.3119793059
948	0.311931198
949	0.3118967708
950	0.3118098416
951	0.3117558794
952	0.3117244595
953	0.311676506
954	0.3116285078
955	0.3115909965
956	0.3115690806
957	0.3115308874
958	0.3114641527
959	0.311423627
960	0.3113937504
961	0.3113542345
962	0.3112899639
963	0.3112095462
964	0.3111761079
965	0.3111401086
966	0.3111057066
967	0.3110417631
968	0.3109608561
969	0.3109380503
970	0.3109086887
971	0.3108807802
972	0.3108589909
973	0.310808719
974	0.3107091287
975	0.3106473937
976	0.3106309884
977	0.3105942734
978	0.3105835083
979	0.3105642989
980	0.3105463798
981	0.3105112189
982	0.3104339879
983	0.31036364
984	0.3103059042
985	0.3102111077
986	0.3101603116
987	0.310110925
988	0.3100388805
989	0.3100130875
990	0.3099669722
991	0.3099323324
992	0.3099011331
993	0.3098133447
994	0.3097955355
995	0.3097590617
996	0.3097093182
997	0.3096788101
998	0.3095945267
999	0.3095657403
