"","V1","M01AE"
"162",NA,0.245646007930758
"163",NA,0.261845953248929
"164",NA,0.227250753747134
"165",NA,0.264282000240312
"166",NA,0.252757731055115
"167",NA,0.245061253923335
"168",NA,0.243703739422644
"169",NA,0.0696826844230705
"170",NA,0.0549180869138963
"171",NA,0.047103545702651
"172",NA,0.0547034188289629
"173",NA,0.0530828853054202
"174",NA,0.0530828853054202
"175",NA,0.0530828853054202
"176",NA,0.0530828853054202
"177",NA,0.0530828853054202
"178",NA,0.0530828853054202
"179",NA,0.0231870928494677
"180",NA,0.0493483026128241
"181",NA,0.0652275371969883
"182",NA,0.275463570300413
"183",NA,0.249015330918076
"184",NA,0.272940030815217
"185",NA,0.266183201830128
"186",NA,0.238368993087849
"187",NA,0.254089031390524
"188",NA,0.220518679727244
"189",NA,0.256452912950587
"190",NA,0.245270038598632
"191",NA,0.2378015618272
"192",NA,0.236484262322284
"193",NA,0.0676184052877736
"194",NA,0.0532911940651868
"195",NA,0.0457081507433791
"196",NA,0.0530828853054202
"197",NA,0.0573648047496497
"198",NA,0.0573648047496497
"199",NA,0.0573648047496497
"200",NA,0.0573648047496497
"201",NA,0.0573648047496497
"202",NA,0.0573648047496497
"203",NA,0.0250574746713306
"204",NA,0.0533289727531489
"205",NA,0.0704891023552497
"206",NA,0.297683779527167
"207",NA,0.269102098644331
"208",NA,0.294956679276052
"209",NA,0.28765481214456
"210",NA,0.257596976279261
"211",NA,0.274585068066311
"212",NA,0.238306771258198
"213",NA,0.277139631620348
"214",NA,0.265054693131252
"215",NA,0.25698377329889
"216",NA,0.255560214114766
"217",NA,0.0730728293026632
"218",NA,0.0575899166903986
"219",NA,0.0493951888216929
"220",NA,0.0573648047496497
"221",NA,0.055201749814746
"222",NA,0.055201749814746
"223",NA,0.055201749814746
"224",NA,0.055201749814746
"225",NA,0.055201749814746
"226",NA,0.055201749814746
"227",NA,0.0241126323680998
"228",NA,0.0513180969523775
"229",NA,0.0678311694751175
"230",NA,0.286459015995639
"231",NA,0.258955064674532
"232",NA,0.283834746525208
"233",NA,0.276808210928474
"234",NA,0.24788376600706
"235",NA,0.264231287745367
"236",NA,0.229320936828173
"237",NA,0.266689526360686
"238",NA,0.255060274698224
"239",NA,0.247293685074059
"240",NA,0.245923804042101
"241",NA,0.0703174718196157
"242",NA,0.0554183734585945
"243",NA,0.0475326442282344
"244",NA,0.055201749814746
"245",NA,0.0543763747775544
"246",NA,0.0543763747775544
"247",NA,0.0543763747775544
"248",NA,0.0543763747775544
"249",NA,0.0543763747775544
"250",NA,0.0543763747775544
"251",NA,0.0237521009555196
"252",NA,0.0505507901854215
"253",NA,0.0668169597043013
"254",NA,0.28217588870756
"255",NA,0.255083175706266
"256",NA,0.279590857241704
"257",NA,0.272669382210965
"258",NA,0.244177414790407
"259",NA,0.260280508835606
"260",NA,0.225892136520238
"261",NA,0.262701991935106
"262",NA,0.251246620522014
"263",NA,0.243596156731203
"264",NA,0.242246758122565
"265",NA,0.0692660869248777
"266",NA,0.0545897594706687
"267",NA,0.0468219374457618
"268",NA,0.0543763747775544
"269",NA,0.0604267323881496
"270",NA,0.0604267323881496
"271",NA,0.0604267323881496
"272",NA,0.0604267323881496
"273",NA,0.0604267323881496
"274",NA,0.0604267323881496
"275",NA,0.0263949528442625
"276",NA,0.0561754821471632
"277",NA,0.0742515579524843
"278",NA,0.313573072553531
"279",NA,0.283465804003624
"280",NA,0.31070040946701
"281",NA,0.303008794843478
"282",NA,0.271346579449806
"283",NA,0.289241434678223
"284",NA,0.251026732435466
"285",NA,0.291932351677278
"286",NA,0.279202362493234
"287",NA,0.270700645892528
"288",NA,0.269201102222273
"289",NA,0.0769731949823105
"290",NA,0.0606638599973234
"291",NA,0.0520317269311159
"292",NA,0.0604267323881496
"293",NA,0.0655725970324505
"294",NA,0.0655725970324505
"295",NA,0.0655725970324505
"296",NA,0.0655725970324505
"297",NA,0.0655725970324505
"298",NA,0.0655725970324505
"299",NA,0.0286427138808318
"300",NA,0.0609593156598013
"301",NA,0.0805747273801741
"302",NA,0.340276561616832
"303",NA,0.307605395886912
"304",NA,0.337159266149449
"305",NA,0.328812643283958
"306",NA,0.294454113389811
"307",NA,0.313872872016533
"308",NA,0.27240385372206
"309",NA,0.316792944127885
"310",NA,0.302978885051666
"311",NA,0.29375317294198
"312",NA,0.292125930015942
"313",NA,0.0835281356015393
"314",NA,0.0658299181310289
"315",NA,0.0564626834534192
"316",NA,0.0655725970324505
"317",NA,0.0449505797632661
"318",NA,0.0449505797632661
"319",NA,0.0449505797632661
"320",NA,0.0449505797632661
"321",NA,0.0449505797632661
"322",NA,0.0449505797632661
"323",NA,0.0196348269430229
"324",NA,0.0417881356677694
"325",NA,0.0552346692660892
"326",NA,0.233262512341213
"327",NA,0.21086614697574
"328",NA,0.231125579462331
"329",NA,0.225403897634121
"330",NA,0.201850829607989
"331",NA,0.215162555817676
"332",NA,0.186735186780766
"333",NA,0.217164290388153
"334",NA,0.207694633969745
"335",NA,0.201370328896786
"336",NA,0.200254839862474
"337",NA,0.0572592560269622
"338",NA,0.0451269755915524
"339",NA,0.0387056555799513
"340",NA,0.0449505797632661
"341",NA,0.0436189642451061
"342",NA,0.0436189642451061
"343",NA,0.0436189642451061
"344",NA,0.0436189642451061
"345",NA,0.0436189642451061
"346",NA,0.0436189642451061
"347",NA,0.019053165029174
"348",NA,0.0405502043613605
"349",NA,0.0535983979849951
"350",NA,0.226352346045818
"351",NA,0.204619450380361
"352",NA,0.224278717644827
"353",NA,0.218726534860958
"354",NA,0.195871202682707
"355",NA,0.20878858245042
"356",NA,0.181203345505006
"357",NA,0.210731017656321
"358",NA,0.201541890243429
"359",NA,0.19540493631969
"360",NA,0.194322492521195
"361",NA,0.055563008408236
"362",NA,0.0437901345251676
"363",NA,0.0375590396323426
"364",NA,0.0436189642451061
"365",NA,0.0471374785471009
"366",NA,0.0471374785471009
"367",NA,0.0471374785471009
"368",NA,0.0471374785471009
"369",NA,0.0471374785471009
"370",NA,0.0471374785471009
"371",NA,0.0205900844589135
"372",NA,0.0438211778120946
"373",NA,0.057921901147851
"374",NA,0.244611009006658
"375",NA,0.221125034020175
"376",NA,0.242370111819895
"377",NA,0.23637006341449
"378",NA,0.211671110817054
"379",NA,0.225630468225538
"380",NA,0.195820074117497
"381",NA,0.227729589546548
"382",NA,0.217799223161465
"383",NA,0.211167233178868
"384",NA,0.209997474285849
"385",NA,0.0600449864453044
"386",NA,0.0473224562407243
"387",NA,0.0405887314281631
"388",NA,0.0471374785471009
"389",NA,0.045360065444499
"390",NA,0.045360065444499
"391",NA,0.045360065444499
"392",NA,0.045360065444499
"393",NA,0.045360065444499
"394",NA,0.045360065444499
"395",NA,0.0198136940572847
"396",NA,0.0421688124753098
"397",NA,0.0557378397767081
"398",NA,0.235387460657234
"399",NA,0.21278707142873
"400",NA,0.233231060990154
"401",NA,0.227457256435306
"402",NA,0.203689627347746
"403",NA,0.217122619207488
"404",NA,0.188436285755947
"405",NA,0.219142588951985
"406",NA,0.209586666934112
"407",NA,0.203204749425791
"408",NA,0.20207909863629
"409",NA,0.0577808698878862
"410",NA,0.0455380681834479
"411",NA,0.0390582519608255
"412",NA,0.045360065444499
"413",NA,0.0446818429999405
"414",NA,0.0446818429999405
"415",NA,0.0446818429999405
"416",NA,0.0446818429999405
"417",NA,0.0446818429999405
"418",NA,0.0446818429999405
"419",NA,0.0195174402514848
"420",NA,0.0415383055569252
"421",NA,0.0549044491372254
"422",NA,0.231867953852715
"423",NA,0.209605485019173
"424",NA,0.229743796613844
"425",NA,0.224056321825084
"426",NA,0.200644065670591
"427",NA,0.213876207807398
"428",NA,0.185618791620598
"429",NA,0.215865975020116
"430",NA,0.206452932884084
"431",NA,0.200166437629921
"432",NA,0.199057617539906
"433",NA,0.0569169319186602
"434",NA,0.0448571842468575
"435",NA,0.0384742540572628
"436",NA,0.0446818429999405
"437",NA,0.0496535081754149
"438",NA,0.0496535081754149
"439",NA,0.0496535081754149
"440",NA,0.0496535081754149
"441",NA,0.0496535081754149
"442",NA,0.0496535081754149
"443",NA,0.0216891093568267
"444",NA,0.0461601951953149
"445",NA,0.0610135645950302
"446",NA,0.257667467795762
"447",NA,0.232927895656076
"448",NA,0.255306959550248
"449",NA,0.248986650069694
"450",NA,0.222969355922414
"451",NA,0.237673813788422
"452",NA,0.206272247705992
"453",NA,0.239884978680703
"454",NA,0.229424564935961
"455",NA,0.222438583102182
"456",NA,0.221206386672759
"457",NA,0.0632499725749112
"458",NA,0.0498483593152233
"459",NA,0.0427552124109525
"460",NA,0.0496535081754149
"461",NA,0.0538819385751278
"462",NA,0.0538819385751278
"463",NA,0.0538819385751278
"464",NA,0.0538819385751278
"465",NA,0.0538819385751278
"466",NA,0.0538819385751278
"467",NA,0.0235361266717586
"468",NA,0.0500911394486596
"469",NA,0.0662094031331059
"470",NA,0.279610105765986
"471",NA,0.25276374273165
"472",NA,0.277048579602687
"473",NA,0.270190040504021
"474",NA,0.241957146260531
"475",NA,0.257913817292068
"476",NA,0.223838133277175
"477",NA,0.260313282209722
"478",NA,0.248962072767008
"479",NA,0.24138117349349
"480",NA,0.24004404476357
"481",NA,0.068636260807999
"482",NA,0.0540933829933019
"483",NA,0.0463961926064701
"484",NA,0.0538819385751278
"485",NA,0.0483272033730844
"486",NA,0.0483272033730844
"487",NA,0.0483272033730844
"488",NA,0.0483272033730844
"489",NA,0.0483272033730844
"490",NA,0.0483272033730844
"491",NA,0.0211097672125294
"492",NA,0.0449272009756965
"493",NA,0.0593838190502883
"494",NA,0.250784860453406
"495",NA,0.226706111980409
"496",NA,0.248487404216441
"497",NA,0.242335917788362
"498",NA,0.217013576796241
"499",NA,0.231325260942928
"500",NA,0.200762468381771
"501",NA,0.233477362966881
"502",NA,0.223296359428866
"503",NA,0.216496981555122
"504",NA,0.21529769857133
"505",NA,0.0615604898886725
"506",NA,0.0485168498050693
"507",NA,0.0416131693684957
"508",NA,0.0483272033730844
"509",NA,0.0468955587914173
"510",NA,0.0468955587914173
"511",NA,0.0468955587914173
"512",NA,0.0468955587914173
"513",NA,0.0468955587914173
"514",NA,0.0468955587914173
"515",NA,0.0204844116831237
"516",NA,0.0435962780305019
"517",NA,0.057624633398147
"518",NA,0.243355612295583
"519",NA,0.219990172422683
"520",NA,0.241126215878836
"521",NA,0.235156961022197
"522",NA,0.210584768802324
"523",NA,0.224472483763272
"524",NA,0.194815083058395
"525",NA,0.226560831938735
"526",NA,0.21668143034608
"527",NA,0.210083477173379
"528",NA,0.208919721736513
"529",NA,0.0597368225617322
"530",NA,0.0470795871394281
"531",NA,0.0403804212619586
"532",NA,0.0468955587914173
"533",NA,0.0506783788827072
"534",NA,0.0506783788827072
"535",NA,0.0506783788827072
"536",NA,0.0506783788827072
"537",NA,0.0506783788827072
"538",NA,0.0506783788827072
"539",NA,0.0221367823141643
"540",NA,0.0471129623539101
"541",NA,0.0622729119684328
"542",NA,0.262985840045174
"543",NA,0.2377356320264
"544",NA,0.260576609849408
"545",NA,0.254125846342831
"546",NA,0.227571543560424
"547",NA,0.24257950804031
"548",NA,0.210529799532026
"549",NA,0.244836312368964
"550",NA,0.234159990986935
"551",NA,0.227029815350821
"552",NA,0.225772185833736
"553",NA,0.0645554804133516
"554",NA,0.0508772518375456
"555",NA,0.0436376991957582
"556",NA,0.0506783788827072
"557",NA,0.0487674490362
"558",NA,0.0487674490362
"559",NA,0.0487674490362
"560",NA,0.0487674490362
"561",NA,0.0487674490362
"562",NA,0.0487674490362
"563",NA,0.021302070569977
"564",NA,0.0453364736835083
"565",NA,0.0599247870139071
"566",NA,0.253069431864198
"567",NA,0.228771333545801
"568",NA,0.250751046521596
"569",NA,0.244543521981798
"570",NA,0.218990502406527
"571",NA,0.233432561506402
"572",NA,0.202591351492162
"573",NA,0.235604268504707
"574",NA,0.225330519218108
"575",NA,0.218469201144811
"576",NA,0.217258993069236
"577",NA,0.0621212866408358
"578",NA,0.0489588230876906
"579",NA,0.0419922522879343
"580",NA,0.0487674490362
"581",NA,0.0480382794863746
"582",NA,0.0480382794863746
"583",NA,0.0480382794863746
"584",NA,0.0480382794863746
"585",NA,0.0480382794863746
"586",NA,0.0480382794863746
"587",NA,0.0209835625997051
"588",NA,0.044658603982308
"589",NA,0.0590287932550809
"590",NA,0.249285544715005
"591",NA,0.22535075089095
"592",NA,0.247001823805954
"593",NA,0.240887114001471
"594",NA,0.215716162468482
"595",NA,0.229942284299943
"596",NA,0.199562211205238
"597",NA,0.232081519995246
"598",NA,0.221961383523965
"599",NA,0.21520265568882
"600",NA,0.214010542610935
"601",NA,0.0611924508803094
"602",NA,0.0482267921183379
"603",NA,0.0413643852925904
"604",NA,0.0480382794863746
"605",NA,0.0533834090776592
"606",NA,0.0533834090776592
"607",NA,0.0533834090776592
"608",NA,0.0533834090776592
"609",NA,0.0533834090776592
"610",NA,0.0533834090776592
"611",NA,0.0233183643990507
"612",NA,0.0496276833957161
"613",NA,0.0655968167758866
"614",NA,0.277023081445762
"615",NA,0.250425107838872
"616",NA,0.274485255178657
"617",NA,0.267690173040535
"618",NA,0.239718496766397
"619",NA,0.255527532590273
"620",NA,0.221767125532319
"621",NA,0.25790479704389
"622",NA,0.246658611898534
"623",NA,0.239147853046931
"624",NA,0.237823095774523
"625",NA,0.068001220541936
"626",NA,0.0535928971579151
"627",NA,0.0459669231481652
"628",NA,0.0533834090776592
"629",NA,0.0579294731540753
"630",NA,0.0579294731540753
"631",NA,0.0579294731540753
"632",NA,0.0579294731540753
"633",NA,0.0579294731540753
"634",NA,0.0579294731540753
"635",NA,0.0253041270273064
"636",NA,0.0538539145896215
"637",NA,0.0711829593138855
"638",NA,0.300614019167004
"639",NA,0.27175099553036
"640",NA,0.297860074802078
"641",NA,0.290486332002562
"642",NA,0.260132622904666
"643",NA,0.277287936365798
"644",NA,0.240652535440215
"645",NA,0.279867645674839
"646",NA,0.267663749525832
"647",NA,0.259513383882684
"648",NA,0.258075811944631
"649",NA,0.0737921190851225
"650",NA,0.0581568009761638
"651",NA,0.0498814085966921
"652",NA,0.0579294731540753
"653",NA,0.0539947037200402
"654",NA,0.0539947037200402
"655",NA,0.0539947037200402
"656",NA,0.0539947037200402
"657",NA,0.0539947037200402
"658",NA,0.0539947037200402
"659",NA,0.0235853835248898
"660",NA,0.0501959711371275
"661",NA,0.0663479674300911
"662",NA,0.280195279108472
"663",NA,0.253292731495445
"664",NA,0.277628392134545
"665",NA,0.270755499354928
"666",NA,0.242463518773885
"667",NA,0.258453584229764
"668",NA,0.224306585975861
"669",NA,0.260858070793192
"670",NA,0.249483105323661
"671",NA,0.241886340600092
"672",NA,0.240546413501758
"673",NA,0.0687799040788413
"674",NA,0.0542065906531105
"675",NA,0.0464932914399754
"676",NA,0.0539947037200402
"677",NA,0.0523951651656829
"678",NA,0.0523951651656829
"679",NA,0.0523951651656829
"680",NA,0.0523951651656829
"681",NA,0.0523951651656829
"682",NA,0.0523951651656829
"683",NA,0.0228866903630017
"684",NA,0.0487089661982071
"685",NA,0.0643824759171099
"686",NA,0.271894777007253
"687",NA,0.245789190191355
"688",NA,0.269403931466959
"689",NA,0.262734641193209
"690",NA,0.235280781957422
"691",NA,0.250797157876712
"692",NA,0.217661729952112
"693",NA,0.253130413954617
"694",NA,0.242092420346574
"695",NA,0.234720702103985
"696",NA,0.233420468992396
"697",NA,0.0667423688992887
"698",NA,0.0526007751624009
"699",NA,0.0451159746467802
"700",NA,0.0523951651656829
"701",NA,0.056621609813816
"702",NA,0.056621609813816
"703",NA,0.056621609813816
"704",NA,0.056621609813816
"705",NA,0.056621609813816
"706",NA,0.056621609813816
"707",NA,0.0247328402833677
"708",NA,0.0526380644051414
"709",NA,0.0695758743902891
"710",NA,0.293827110296094
"711",NA,0.265615721974742
"712",NA,0.291135341239865
"713",NA,0.2839280741109
"714",NA,0.254259655266973
"715",NA,0.271027656288601
"716",NA,0.235219366248333
"717",NA,0.273549123962596
"718",NA,0.261620752991234
"719",NA,0.253654396693484
"720",NA,0.252249280559609
"721",NA,0.07212612762867
"722",NA,0.0568438052963795
"723",NA,0.0487552449685404
"724",NA,0.056621609813816
"725",NA,0.0544865785334957
"726",NA,0.0544865785334957
"727",NA,0.0544865785334957
"728",NA,0.0544865785334957
"729",NA,0.0544865785334957
"730",NA,0.0544865785334957
"731",NA,0.0238002389703744
"732",NA,0.0506532406883655
"733",NA,0.0669523766008875
"734",NA,0.282747770207547
"735",NA,0.255600148824743
"736",NA,0.280157499698486
"737",NA,0.273221997021584
"738",NA,0.244672285372273
"739",NA,0.260808015308579
"740",NA,0.226349948612051
"741",NA,0.263234405990345
"742",NA,0.251755818153565
"743",NA,0.24408984928637
"744",NA,0.242737715872487
"745",NA,0.069406467429641
"746",NA,0.05470039569006
"747",NA,0.0469168307406546
"748",NA,0.0544865785334957
"749",NA,0.0536718967175306
"750",NA,0.0536718967175306
"751",NA,0.0536718967175306
"752",NA,0.0536718967175306
"753",NA,0.0536718967175306
"754",NA,0.0536718967175306
"755",NA,0.023444378455241
"756",NA,0.0498958748338892
"757",NA,0.0659513065168327
"758",NA,0.278520133363895
"759",NA,0.251778422465518
"760",NA,0.275968592507878
"761",NA,0.269136789275271
"762",NA,0.24101395212529
"763",NA,0.256908421073658
"764",NA,0.222965570437791
"765",NA,0.259298532429026
"766",NA,0.247991572120259
"767",NA,0.240440224607643
"768",NA,0.239108308255185
"769",NA,0.0683687038473574
"770",NA,0.053882516885881
"771",NA,0.0462153315844244
"772",NA,0.0536718967175306
"773",NA,0.0596438683708162
"774",NA,0.0596438683708162
"775",NA,0.0596438683708162
"776",NA,0.0596438683708162
"777",NA,0.0596438683708162
"778",NA,0.0596438683708162
"779",NA,0.0260529906364064
"780",NA,0.0554476955882793
"781",NA,0.0732895851524567
"782",NA,0.309510548144136
"783",NA,0.279793337045235
"784",NA,0.30667510210503
"785",NA,0.299083136893041
"786",NA,0.267831124205375
"787",NA,0.285494141012285
"788",NA,0.24777453281378
"789",NA,0.288150195591862
"790",NA,0.275585130938392
"791",NA,0.26719355909894
"792",NA,0.265713442902842
"793",NA,0.0759759617666576
"794",NA,0.0598779238517216
"795",NA,0.051357625169127
"796",NA,0.0596438683708162
"797",NA,0.0647230652985473
"798",NA,0.0647230652985473
"799",NA,0.0647230652985473
"800",NA,0.0647230652985473
"801",NA,0.0647230652985473
"802",NA,0.0647230652985473
"803",NA,0.028271630600802
"804",NA,0.0601695517115411
"805",NA,0.0795308341845733
"806",NA,0.335868077730585
"807",NA,0.303620186254351
"808",NA,0.332791168667635
"809",NA,0.324552681232432
"810",NA,0.290639286391588
"811",NA,0.309806463527978
"812",NA,0.26887470086481
"813",NA,0.312688704379991
"814",NA,0.299053614600252
"815",NA,0.289947427041364
"816",NA,0.288341266008785
"817",NA,0.0824459792575995
"818",NA,0.064977052650272
"819",NA,0.0557311760319384
"820",NA,0.0647230652985473
"821",NA,0.0566527356762615
"822",NA,0.0566527356762615
"823",NA,0.0566527356762615
"824",NA,0.0566527356762615
"825",NA,0.0566527356762615
"826",NA,0.0566527356762615
"827",NA,0.0247464363465506
"828",NA,0.0526670004448877
"829",NA,0.0696141214324152
"830",NA,0.293988632058685
"831",NA,0.265761735457098
"832",NA,0.291295383291199
"833",NA,0.284084154204847
"834",NA,0.254399426126214
"835",NA,0.271176644803345
"836",NA,0.235348670336691
"837",NA,0.273699498571028
"838",NA,0.261764570371158
"839",NA,0.253793834831787
"840",NA,0.252387946281662
"841",NA,0.072165776588399
"842",NA,0.0568750533034629
"843",NA,0.0487820465563684
"844",NA,0.0566527356762615
"845",NA,0.0549744556102416
"846",NA,0.0549744556102416
"847",NA,0.0549744556102416
"848",NA,0.0549744556102416
"849",NA,0.0549744556102416
"850",NA,0.0549744556102416
"851",NA,0.0240133481676712
"852",NA,0.0511067937588625
"853",NA,0.0675518734064568
"854",NA,0.285279515809824
"855",NA,0.257888812506346
"856",NA,0.28266605181646
"857",NA,0.275668448107288
"858",NA,0.246863100111627
"859",NA,0.263143310633142
"860",NA,0.228376703718037
"861",NA,0.265591427406446
"862",NA,0.254010059398297
"863",NA,0.246275448847553
"864",NA,0.244911208325551
"865",NA,0.0700279383560273
"866",NA,0.0551901873023137
"867",NA,0.0473369277048614
"868",NA,0.0549744556102416
"869",NA,0.0594089581633534
"870",NA,0.0594089581633534
"871",NA,0.0594089581633534
"872",NA,0.0594089581633534
"873",NA,0.0594089581633534
"874",NA,0.0594089581633534
"875",NA,0.0259503796957917
"876",NA,0.0552293122065543
"877",NA,0.0730009306415522
"878",NA,0.308291526154743
"879",NA,0.278691357702725
"880",NA,0.305467247654488
"881",NA,0.297905183757952
"882",NA,0.2667762586061
"883",NA,0.284369708782677
"884",NA,0.246798661051985
"885",NA,0.287015302365183
"886",NA,0.274499725815439
"887",NA,0.266141204580108
"888",NA,0.264666917891924
"889",NA,0.0756767268339091
"890",NA,0.0596420918056343
"891",NA,0.0511553507239439
"892",NA,0.0594089581633534
"893",NA,0.0571688243270481
"894",NA,0.0571688243270481
"895",NA,0.0571688243270481
"896",NA,0.0571688243270481
"897",NA,0.0571688243270481
"898",NA,0.0571688243270481
"899",NA,0.0249718686190334
"900",NA,0.0531467802979897
"901",NA,0.0702482842416228
"902",NA,0.296666776276341
"903",NA,0.268182741501123
"904",NA,0.29394899285742
"905",NA,0.28667207173616
"906",NA,0.256716925096443
"907",NA,0.273646978972928
"908",NA,0.237492622897651
"909",NA,0.276192815147048
"910",NA,0.264149163495109
"911",NA,0.25610581705529
"912",NA,0.254687121301482
"913",NA,0.0728231841756566
"914",NA,0.0573931671980952
"915",NA,0.0492264356982053
"916",NA,0.0571688243270481
"917",NA,0.0563140376461279
"918",NA,0.0563140376461279
"919",NA,0.0563140376461279
"920",NA,0.0563140376461279
"921",NA,0.0563140376461279
"922",NA,0.0563140376461279
"923",NA,0.0245984899297827
"924",NA,0.0523521311082035
"925",NA,0.0691979338376383
"926",NA,0.292231022838736
"927",NA,0.264172880564043
"928",NA,0.289553875642363
"929",NA,0.282385758844539
"930",NA,0.252878500729276
"931",NA,0.269555416908227
"932",NA,0.233941639765509
"933",NA,0.272063187810251
"934",NA,0.260199612504867
"935",NA,0.252276529958661
"936",NA,0.250879046504544
"937",NA,0.0717343339390409
"938",NA,0.056535026148769
"939",NA,0.0484904033924982
"940",NA,0.0563140376461279
"941",NA,0.0625799953832781
"942",NA,0.0625799953832781
"943",NA,0.0625799953832781
"944",NA,0.0625799953832781
"945",NA,0.0625799953832781
"946",NA,0.0625799953832781
"947",NA,0.0273355179380795
"948",NA,0.0581772549083312
"949",NA,0.0768974586284089
"950",NA,0.324747022669865
"951",NA,0.293566903335367
"952",NA,0.321771994307626
"953",NA,0.313806294548474
"954",NA,0.28101581896173
"955",NA,0.299548344440443
"956",NA,0.259971888865062
"957",NA,0.302335150324567
"958",NA,0.28915153716393
"959",NA,0.280346868028347
"960",NA,0.278793889201711
"961",NA,0.0797160792294277
"962",NA,0.0628255728636559
"963",NA,0.0538858399659517
"964",NA,0.0625799953832781
