"","V1","N02BE"
"204",NA,0.0650474175149306
"205",NA,0.0807995566918328
"206",NA,1.19426509429912
"207",NA,1.26541645233743
"208",NA,4.60329118827691
"209",NA,4.24259556094867
"210",NA,1.95890787367
"211",NA,2.30278169322008
"212",NA,2.36836890310187
"213",NA,1.95922071965302
"214",NA,2.15352025689889
"215",NA,11.779422748713
"216",NA,1.24842405777824
"217",NA,4.63352044362678
"218",NA,1.773029032009
"219",NA,0.0595934057727837
"220",NA,0.0806652771941376
"221",NA,0.0764166942490651
"222",NA,0.0764166942490651
"223",NA,0.0764166942490651
"224",NA,0.0764166942490651
"225",NA,0.0764166942490651
"226",NA,0.0764166942490651
"227",NA,5.95212105678876e-08
"228",NA,0.0616214161635706
"229",NA,0.0765439013408426
"230",NA,1.13136399870971
"231",NA,1.19876786517797
"232",NA,4.36083910586918
"233",NA,4.01914106144071
"234",NA,1.85573358514667
"235",NA,2.18149581448327
"236",NA,2.24362859253253
"237",NA,1.85602995375362
"238",NA,2.04009587216258
"239",NA,11.1590089060563
"240",NA,1.18267044798986
"241",NA,4.3894762077772
"242",NA,1.67964485025775
"243",NA,0.0564546633521052
"244",NA,0.0764166942490651
"245",NA,0.0594484610662781
"246",NA,0.0594484610662781
"247",NA,0.0594484610662781
"248",NA,0.0594484610662781
"249",NA,0.0594484610662781
"250",NA,0.0594484610662781
"251",NA,4.6304598803109e-08
"252",NA,0.0479384563235508
"253",NA,0.0595474219794293
"254",NA,0.880146011156529
"255",NA,0.932582931790588
"256",NA,3.39252013384154
"257",NA,3.12669572086155
"258",NA,1.44367021983977
"259",NA,1.69709734591331
"260",NA,1.74543361684335
"261",NA,1.44390078016124
"262",NA,1.58709508726512
"263",NA,8.68116467231315
"264",NA,0.920059926335047
"265",NA,3.41479840241308
"266",NA,1.30668177244456
"267",NA,0.0439189746334587
"268",NA,0.0594484610662781
"269",NA,0.201502808239154
"270",NA,0.201502808239154
"271",NA,0.201502808239154
"272",NA,0.201502808239154
"273",NA,0.201502808239154
"274",NA,0.201502808239154
"275",NA,1.56951189750924e-07
"276",NA,0.162489211639576
"277",NA,0.201838239998837
"278",NA,2.98328820843325
"279",NA,3.16102513506952
"280",NA,11.4990753623513
"281",NA,10.5980534560942
"282",NA,4.89337483681245
"283",NA,5.75237567000245
"284",NA,5.91621328930354
"285",NA,4.89415632974619
"286",NA,5.37951885196729
"287",NA,29.4251361411592
"288",NA,3.11857793422319
"289",NA,11.5745883966563
"290",NA,4.42904731089582
"291",NA,0.148865026358876
"292",NA,0.201502808239154
"293",NA,0.0986941997691817
"294",NA,0.0986941997691817
"295",NA,0.0986941997691817
"296",NA,0.0986941997691817
"297",NA,0.0986941997691817
"298",NA,0.0986941997691817
"299",NA,7.68732317462489e-08
"300",NA,0.0795857033161537
"301",NA,0.0988584911226787
"302",NA,1.46118679429374
"303",NA,1.5482406864806
"304",NA,5.63214007233999
"305",NA,5.19082792989573
"306",NA,2.39672944466693
"307",NA,2.81746005667968
"308",NA,2.89770619751668
"309",NA,2.39711221263128
"310",NA,2.63483825797607
"311",NA,14.4121577755096
"312",NA,1.52745044262951
"313",NA,5.66912565362291
"314",NA,2.16930614470599
"315",NA,0.0729127041875766
"316",NA,0.0986941997691817
"317",NA,0.0884413251116677
"318",NA,0.0884413251116677
"319",NA,0.0884413251116677
"320",NA,0.0884413251116677
"321",NA,0.0884413251116677
"322",NA,0.0884413251116677
"323",NA,6.88872344793819e-08
"324",NA,0.0713179201785532
"325",NA,0.0885885490117718
"326",NA,1.30939099385009
"327",NA,1.38740126800136
"328",NA,5.04704361935375
"329",NA,4.65157731275296
"330",NA,2.14774453327788
"331",NA,2.52476742751558
"332",NA,2.59667717547766
"333",NA,2.14808753728477
"334",NA,2.36111734565265
"335",NA,12.9149467178973
"336",NA,1.36877082447089
"337",NA,5.08018694313911
"338",NA,1.94394716669652
"339",NA,0.065338147438305
"340",NA,0.0884413251116677
"341",NA,0.049278239997325
"342",NA,0.049278239997325
"343",NA,0.049278239997325
"344",NA,0.049278239997325
"345",NA,0.049278239997325
"346",NA,0.049278239997325
"347",NA,3.83829806839828e-08
"348",NA,0.0397373239515739
"349",NA,0.0493602710464246
"350",NA,0.7295739131431
"351",NA,0.773040120903213
"352",NA,2.81214043816571
"353",NA,2.59179227464687
"354",NA,1.19669250127334
"355",NA,1.4067642595071
"356",NA,1.44683134142551
"357",NA,1.19688361819464
"358",NA,1.31558077713117
"359",NA,7.19602338741129
"360",NA,0.762659504529679
"361",NA,2.83060742361332
"362",NA,1.08313952670473
"363",NA,0.0364054802026098
"364",NA,0.049278239997325
"365",NA,0.0898171500641867
"366",NA,0.0898171500641867
"367",NA,0.0898171500641867
"368",NA,0.0898171500641867
"369",NA,0.0898171500641867
"370",NA,0.0898171500641867
"371",NA,6.99588689894607e-08
"372",NA,0.072427367306573
"373",NA,0.0899666642320486
"374",NA,1.32976034946148
"375",NA,1.40898417939784
"376",NA,5.12555723885449
"377",NA,4.72393891664544
"378",NA,2.18115561703074
"379",NA,2.5640436145435
"380",NA,2.63707201631873
"381",NA,2.1815039569309
"382",NA,2.39784773335175
"383",NA,13.1158562580076
"384",NA,1.3900639140103
"385",NA,5.15921615206386
"386",NA,1.97418790556992
"387",NA,0.0663545710783113
"388",NA,0.0898171500641867
"389",NA,0.0850865444652085
"390",NA,0.0850865444652085
"391",NA,0.0850865444652085
"392",NA,0.0850865444652085
"393",NA,0.0850865444652085
"394",NA,0.0850865444652085
"395",NA,6.62741849719515e-08
"396",NA,0.0686126692332666
"397",NA,0.0852281838278789
"398",NA,1.25972281487075
"399",NA,1.33477398186688
"400",NA,4.85559777393403
"401",NA,4.47513240394331
"402",NA,2.06627569747424
"403",NA,2.42899725568759
"404",NA,2.49817930333027
"405",NA,2.06660569055888
"406",NA,2.27155479369842
"407",NA,12.4250534101642
"408",NA,1.31685023343977
"409",NA,4.88748389605428
"410",NA,1.87020882860244
"411",NA,0.0628597228757515
"412",NA,0.0850865444652085
"413",NA,0.066193181681187
"414",NA,0.066193181681187
"415",NA,0.066193181681187
"416",NA,0.066193181681187
"417",NA,0.066193181681187
"418",NA,0.066193181681187
"419",NA,5.15580835277047e-08
"420",NA,0.0533773102284801
"421",NA,0.06630337019719
"422",NA,0.980002909705324
"423",NA,1.03838905716947
"424",NA,3.77741824680874
"425",NA,3.48143474533404
"426",NA,1.60746171449305
"427",NA,1.88964139582113
"428",NA,1.94346165468193
"429",NA,1.60771843301821
"430",NA,1.76715883931016
"431",NA,9.66608554791816
"432",NA,1.02444525508536
"433",NA,3.80222409464144
"434",NA,1.45493125324957
"435",NA,0.0489017985498877
"436",NA,0.066193181681187
"437",NA,0.224364293975134
"438",NA,0.224364293975134
"439",NA,0.224364293975134
"440",NA,0.224364293975134
"441",NA,0.224364293975134
"442",NA,0.224364293975134
"443",NA,1.74758075010196e-07
"444",NA,0.180924412749725
"445",NA,0.224737782119521
"446",NA,3.32175694452385
"447",NA,3.51965900061196
"448",NA,12.8037020803142
"449",NA,11.8004548024222
"450",NA,5.44855230560394
"451",NA,6.40501101278972
"452",NA,6.58743681668932
"453",NA,5.44942246275886
"454",NA,5.9898517529099
"455",NA,32.7635627171897
"456",NA,3.47239595583193
"457",NA,12.8877824401653
"458",NA,4.93154453565832
"459",NA,0.165754496567403
"460",NA,0.224364293975134
"461",NA,0.109891542674543
"462",NA,0.109891542674543
"463",NA,0.109891542674543
"464",NA,0.109891542674543
"465",NA,0.109891542674543
"466",NA,0.109891542674543
"467",NA,8.55948783893057e-08
"468",NA,0.0886150932142376
"469",NA,0.110074473691017
"470",NA,1.62696563056535
"471",NA,1.72389621544886
"472",NA,6.27113409456732
"473",NA,5.77975291667008
"474",NA,2.66865020096342
"475",NA,3.13711477246423
"476",NA,3.22646523308785
"477",NA,2.66907639583796
"478",NA,2.93377363152105
"479",NA,16.0472880364162
"480",NA,1.70074721606775
"481",NA,6.31231587215304
"482",NA,2.41542460785569
"483",NA,0.0811850094786156
"484",NA,0.109891542674543
"485",NA,0.070073658209637
"486",NA,0.070073658209637
"487",NA,0.070073658209637
"488",NA,0.070073658209637
"489",NA,0.070073658209637
"490",NA,0.070073658209637
"491",NA,5.45805992596836e-08
"492",NA,0.0565064754118525
"493",NA,0.0701903063630104
"494",NA,1.03745411830926
"495",NA,1.09926306656749
"496",NA,3.99886375633992
"497",NA,3.68552866364223
"498",NA,1.70169675947874
"499",NA,2.00041880366637
"500",NA,2.05739419491332
"501",NA,1.70196852774446
"502",NA,1.87075589000058
"503",NA,10.2327453932077
"504",NA,1.08450182988769
"505",NA,4.02512380999622
"506",NA,1.54022442749123
"507",NA,0.0517685935377129
"508",NA,0.070073658209637
"509",NA,0.0390440389985683
"510",NA,0.0390440389985683
"511",NA,0.0390440389985683
"512",NA,0.0390440389985683
"513",NA,0.0390440389985683
"514",NA,0.0390440389985683
"515",NA,3.04115283903822e-08
"516",NA,0.0314845990065436
"517",NA,0.0391090336793911
"518",NA,0.578054579843833
"519",NA,0.612493640796453
"520",NA,2.22810962695001
"521",NA,2.05352379981496
"522",NA,0.948161068486756
"523",NA,1.11460471423023
"524",NA,1.14635058642588
"525",NA,0.948312493873076
"526",NA,1.04235839532549
"527",NA,5.70153921462998
"528",NA,0.604268891078537
"529",NA,2.24274135284042
"530",NA,0.85819099715911
"531",NA,0.0288447190660515
"532",NA,0.0390440389985683
"533",NA,0.0711637491525008
"534",NA,0.0711637491525008
"535",NA,0.0711637491525008
"536",NA,0.0711637491525008
"537",NA,0.0711637491525008
"538",NA,0.0711637491525008
"539",NA,5.54296746245099e-08
"540",NA,0.0573855103963732
"541",NA,0.0712822119263571
"542",NA,1.05359312641731
"543",NA,1.11636359682816
"544",NA,4.06107151420367
"545",NA,3.74286206849862
"546",NA,1.72816896419023
"547",NA,2.03153803556501
"548",NA,2.08939975641928
"549",NA,1.72844496018049
"550",NA,1.89985803914053
"551",NA,10.3919296481584
"552",NA,1.10137272905986
"553",NA,4.08774007866676
"554",NA,1.56418471073151
"555",NA,0.052573924333651
"556",NA,0.0711637491525008
"557",NA,0.0674156049512595
"558",NA,0.0674156049512595
"559",NA,0.0674156049512595
"560",NA,0.0674156049512595
"561",NA,0.0674156049512595
"562",NA,0.0674156049512595
"563",NA,5.25102329706513e-08
"564",NA,0.0543630562594149
"565",NA,0.067527828374826
"566",NA,0.99810112361703
"567",NA,1.05756551786577
"568",NA,3.84717775750783
"569",NA,3.54572817764604
"570",NA,1.63714753039795
"571",NA,1.92453836792121
"572",NA,1.97935255297141
"573",NA,1.63740898987513
"574",NA,1.79979386352597
"575",NA,9.84459408315065
"576",NA,1.04336420847188
"577",NA,3.87244170759298
"578",NA,1.48180021127751
"579",NA,0.0498048930224226
"580",NA,0.0674156049512595
"581",NA,0.0524460526013079
"582",NA,0.0524460526013079
"583",NA,0.0524460526013079
"584",NA,0.0524460526013079
"585",NA,0.0524460526013079
"586",NA,0.0524460526013079
"587",NA,4.08504001777746e-08
"588",NA,0.0422918063289717
"589",NA,0.0525333569513872
"590",NA,0.776473993943821
"591",NA,0.822734392421729
"592",NA,2.99291665754114
"593",NA,2.75840358696195
"594",NA,1.27362093030878
"595",NA,1.49719698503344
"596",NA,1.53983974755881
"597",NA,1.2738243330299
"598",NA,1.40015184475818
"599",NA,7.65861404784142
"600",NA,0.811686466351523
"601",NA,3.01257077851269
"602",NA,1.15276829276361
"603",NA,0.0387457776451755
"604",NA,0.0524460526013079
"605",NA,0.177767879784807
"606",NA,0.177767879784807
"607",NA,0.177767879784807
"608",NA,0.177767879784807
"609",NA,0.177767879784807
"610",NA,0.177767879784807
"611",NA,1.38463977130336e-07
"612",NA,0.143349677820815
"613",NA,0.178063801182888
"614",NA,2.63188798327202
"615",NA,2.78868935434819
"616",NA,10.1446042589381
"617",NA,9.34971333253029
"618",NA,4.3169863354959
"619",NA,5.07480583282188
"620",NA,5.21934508995013
"621",NA,4.31767577671566
"622",NA,4.74586765779281
"623",NA,25.9591621074826
"624",NA,2.7512419908936
"625",NA,10.2112226456584
"626",NA,3.90735174762475
"627",NA,0.131330279419822
"628",NA,0.177767879784807
"629",NA,0.0870690527508815
"630",NA,0.0870690527508815
"631",NA,0.0870690527508815
"632",NA,0.0870690527508815
"633",NA,0.0870690527508815
"634",NA,0.0870690527508815
"635",NA,6.78183670945061e-08
"636",NA,0.0702113378137343
"637",NA,0.0872139922970514
"638",NA,1.28907423504922
"639",NA,1.36587408700318
"640",NA,4.96873273409986
"641",NA,4.57940255765639
"642",NA,2.11441972208441
"643",NA,2.4855926576462
"644",NA,2.55638664033142
"645",NA,2.11475740397612
"646",NA,2.32448180146647
"647",NA,12.7145559571345
"648",NA,1.34753271696515
"649",NA,5.00136179979243
"650",NA,1.91378451406419
"651",NA,0.0643243483605395
"652",NA,0.0870690527508815
"653",NA,0.0594166356756862
"654",NA,0.0594166356756862
"655",NA,0.0594166356756862
"656",NA,0.0594166356756862
"657",NA,0.0594166356756862
"658",NA,0.0594166356756862
"659",NA,4.62798099033347e-08
"660",NA,0.047912792747581
"661",NA,0.0595155436106837
"662",NA,0.87967483006823
"663",NA,0.932083678899408
"664",NA,3.39070396776401
"665",NA,3.1250218623496
"666",NA,1.4428973593181
"667",NA,1.69618881464206
"668",NA,1.74449920902838
"669",NA,1.44312779621043
"670",NA,1.58624544506829
"671",NA,8.67651726089941
"672",NA,0.919567377562575
"673",NA,3.41297030979303
"674",NA,1.30598224789773
"675",NA,0.0438954628638177
"676",NA,0.0594166356756862
"677",NA,0.0331060986361659
"678",NA,0.0331060986361659
"679",NA,0.0331060986361659
"680",NA,0.0331060986361659
"681",NA,0.0331060986361659
"682",NA,0.0331060986361659
"683",NA,2.57864474166075e-08
"684",NA,0.0266963220754129
"685",NA,0.0331612087213245
"686",NA,0.490142219612554
"687",NA,0.519343679760572
"688",NA,1.88925170074497
"689",NA,1.74121743580066
"690",NA,0.803961748359232
"691",NA,0.945092120489753
"692",NA,0.972009980505177
"693",NA,0.804090144496109
"694",NA,0.883833249197058
"695",NA,4.83443118229723
"696",NA,0.512369775871451
"697",NA,1.90165818770096
"698",NA,0.727674608706873
"699",NA,0.0244579233866715
"700",NA,0.0331060986361659
"701",NA,0.0603409421563289
"702",NA,0.0603409421563289
"703",NA,0.0603409421563289
"704",NA,0.0603409421563289
"705",NA,0.0603409421563289
"706",NA,0.0603409421563289
"707",NA,4.69997552137702e-08
"708",NA,0.0486581413244342
"709",NA,0.0604413887386137
"710",NA,0.893359367017249
"711",NA,0.94658350668519
"712",NA,3.44345097398044
"713",NA,3.1736358225086
"714",NA,1.46534358780198
"715",NA,1.72257533578952
"716",NA,1.77163726398629
"717",NA,1.4655776094532
"718",NA,1.61092164775282
"719",NA,8.81149227324161
"720",NA,0.933872497278677
"721",NA,3.46606369920675
"722",NA,1.32629857583533
"723",NA,0.0445783164171103
"724",NA,0.0603409421563289
"725",NA,0.0571628275244534
"726",NA,0.0571628275244534
"727",NA,0.0571628275244534
"728",NA,0.0571628275244534
"729",NA,0.0571628275244534
"730",NA,0.0571628275244534
"731",NA,4.45243114370975e-08
"732",NA,0.0460953515273771
"733",NA,0.0572579836564821
"734",NA,0.846306762692893
"735",NA,0.896727624669057
"736",NA,3.26208685314519
"737",NA,3.00648267435874
"738",NA,1.38816498019832
"739",NA,1.63184851443831
"740",NA,1.67832638566981
"741",NA,1.38838667609513
"742",NA,1.52607554696997
"743",NA,8.34739722398473
"744",NA,0.884686095113821
"745",NA,3.28350858216991
"746",NA,1.25644337040652
"747",NA,0.0422304081046655
"748",NA,0.0571628275244534
"749",NA,0.044469891820365
"750",NA,0.044469891820365
"751",NA,0.044469891820365
"752",NA,0.044469891820365
"753",NA,0.044469891820365
"754",NA,0.044469891820365
"755",NA,3.46377427207735e-08
"756",NA,0.035859935286918
"757",NA,0.0445439186500482
"758",NA,0.658385384587502
"759",NA,0.697610356036131
"760",NA,2.53774447049431
"761",NA,2.33889688594115
"762",NA,1.0799246498405
"763",NA,1.26949855434026
"764",NA,1.30565607130041
"765",NA,1.08009711843548
"766",NA,1.18721234449831
"767",NA,6.49386791395893
"768",NA,0.688242633341797
"769",NA,2.5544095308769
"770",NA,0.977451661859989
"771",NA,0.0328531978083304
"772",NA,0.044469891820365
"773",NA,0.150732381009908
"774",NA,0.150732381009908
"775",NA,0.150732381009908
"776",NA,0.150732381009908
"777",NA,0.150732381009908
"778",NA,0.150732381009908
"779",NA,1.17405939600686e-07
"780",NA,0.121548607549863
"781",NA,0.150983297750202
"782",NA,2.23162217353431
"783",NA,2.36457669848302
"784",NA,8.60178090779977
"785",NA,7.92777949581428
"786",NA,3.66044546362502
"787",NA,4.30301338616509
"788",NA,4.42557065805649
"789",NA,3.6610300524537
"790",NA,4.02410116429911
"791",NA,22.011211014159
"792",NA,2.33282444794773
"793",NA,8.65826776055148
"794",NA,3.31310939341607
"795",NA,0.111357157095025
"796",NA,0.150732381009908
"797",NA,0.0738273171132196
"798",NA,0.0738273171132196
"799",NA,0.0738273171132196
"800",NA,0.0738273171132196
"801",NA,0.0738273171132196
"802",NA,0.0738273171132196
"803",NA,5.75043363330509e-08
"804",NA,0.059533376532174
"805",NA,0.0739502137969351
"806",NA,1.09302776734867
"807",NA,1.15814765604984
"808",NA,4.21307221821718
"809",NA,3.88295260062725
"810",NA,1.79285211450966
"811",NA,2.10757590157059
"812",NA,2.16760331250801
"813",NA,1.79313844067626
"814",NA,1.97096729157922
"815",NA,10.7808862614695
"816",NA,1.14259569930623
"817",NA,4.24073895288221
"818",NA,1.62273014052924
"819",NA,0.0545416989673944
"820",NA,0.0738273171132196
"821",NA,0.0576380228655745
"822",NA,0.0576380228655745
"823",NA,0.0576380228655745
"824",NA,0.0576380228655745
"825",NA,0.0576380228655745
"826",NA,0.0576380228655745
"827",NA,4.48944426268551e-08
"828",NA,0.0464785427941803
"829",NA,0.0577339700317871
"830",NA,0.853342122002558
"831",NA,0.904182133271086
"832",NA,3.2892046242926
"833",NA,3.03147560458784
"834",NA,1.39970481403553
"835",NA,1.64541409271809
"836",NA,1.69227833510776
"837",NA,1.39992835289327
"838",NA,1.53876183317246
"839",NA,8.41678924749211
"840",NA,0.892040502321422
"841",NA,3.31080443243399
"842",NA,1.26688820075968
"843",NA,0.0425814700456865
"844",NA,0.0576380228655745
"845",NA,0.0321150810455956
"846",NA,0.0321150810455956
"847",NA,0.0321150810455956
"848",NA,0.0321150810455956
"849",NA,0.0321150810455956
"850",NA,0.0321150810455956
"851",NA,2.50145406066563e-08
"852",NA,0.0258971785378122
"853",NA,0.0321685414327814
"854",NA,0.475470011725559
"855",NA,0.503797338047207
"856",NA,1.83269771988998
"857",NA,1.68909480042613
"858",NA,0.779895480584048
"859",NA,0.916801172456042
"860",NA,0.942913257285783
"861",NA,0.780020033234818
"862",NA,0.85737606054698
"863",NA,4.6897144521651
"864",NA,0.497032195133066
"865",NA,1.84473282370761
"866",NA,0.705891965413107
"867",NA,0.0237257854029305
"868",NA,0.0321150810455956
"869",NA,0.0585346606078538
"870",NA,0.0585346606078538
"871",NA,0.0585346606078538
"872",NA,0.0585346606078538
"873",NA,0.0585346606078538
"874",NA,0.0585346606078538
"875",NA,4.55928366673952e-08
"876",NA,0.0472015796646955
"877",NA,0.0586321003625733
"878",NA,0.866617017906755
"879",NA,0.918247914612619
"880",NA,3.34037267034267
"881",NA,3.07863432563231
"882",NA,1.42147912380395
"883",NA,1.67101074409266
"884",NA,1.71860402343399
"885",NA,1.42170614011228
"886",NA,1.5626993637713
"887",NA,8.5477238377662
"888",NA,0.905917404100107
"889",NA,3.36230849284129
"890",NA,1.28659636768794
"891",NA,0.0432438826557398
"892",NA,0.0585346606078538
"893",NA,0.0554516815441903
"894",NA,0.0554516815441903
"895",NA,0.0554516815441903
"896",NA,0.0554516815441903
"897",NA,0.0554516815441903
"898",NA,0.0554516815441903
"899",NA,4.3191494292827e-08
"900",NA,0.0447155059373188
"901",NA,0.0555439892161294
"902",NA,0.820972914145393
"903",NA,0.869884448136426
"904",NA,3.16443761066081
"905",NA,2.91648483895148
"906",NA,1.34661082641206
"907",NA,1.58299979321848
"908",NA,1.62808636828824
"909",NA,1.34682588593242
"910",NA,1.48039309648835
"911",NA,8.09752128495128
"912",NA,0.858203376868279
"913",NA,3.18521808894448
"914",NA,1.21883224940696
"915",NA,0.0409662580231768
"916",NA,0.0554516815441903
"917",NA,0.043138703705176
"918",NA,0.043138703705176
"919",NA,0.043138703705176
"920",NA,0.043138703705176
"921",NA,0.043138703705176
"922",NA,0.043138703705176
"923",NA,3.36008759878135e-08
"924",NA,0.0347864827168461
"925",NA,0.0432105145718369
"926",NA,0.638676886021386
"927",NA,0.6767276739118
"928",NA,2.46177812247272
"929",NA,2.26888295944467
"930",NA,1.04759754490905
"931",NA,1.23149663172228
"932",NA,1.26657178812607
"933",NA,1.04776485072682
"934",NA,1.15167362608663
"935",NA,6.29947662055106
"936",NA,0.667640370184247
"937",NA,2.47794432105439
"938",NA,0.948192044123662
"939",NA,0.0318697507011267
"940",NA,0.043138703705176
"941",NA,0.146220268522991
"942",NA,0.146220268522991
"943",NA,0.146220268522991
"944",NA,0.146220268522991
"945",NA,0.146220268522991
"946",NA,0.146220268522991
"947",NA,1.13891440575585e-07
"948",NA,0.117910099445509
"949",NA,0.146463674172771
"950",NA,2.16481947189966
"951",NA,2.29379405724818
"952",NA,8.3442900967095
"953",NA,7.69046464271555
"954",NA,3.55087151824286
"955",NA,4.1742044315065
"956",NA,4.29309300133695
"957",NA,3.55143860764285
"958",NA,3.90364133350231
"959",NA,21.3523143696309
"960",NA,2.26299229741149
"961",NA,8.39908603851069
"962",NA,3.21393281195166
"963",NA,0.108023725912756
"964",NA,0.146220268522991
"965",NA,0.0716173264185178
"966",NA,0.0716173264185178
"967",NA,0.0716173264185178
"968",NA,0.0716173264185178
