"","V1","N02BA"
"623",NA,0.206701058525186
"624",NA,0.172133422421113
"625",NA,0.032154805459422
"626",NA,0.0304395970070718
"627",NA,0.023797861760219
"628",NA,0.00809499847500397
"629",NA,0.0295251935612463
"630",NA,0.0295251935612463
"631",NA,0.0295251935612463
"632",NA,0.0295251935612463
"633",NA,0.0295251935612463
"634",NA,0.0295251935612463
"635",NA,0.0295251935649691
"636",NA,0.0314200329906964
"637",NA,0.0351747817544851
"638",NA,0.196810492105259
"639",NA,0.209620078237037
"640",NA,0.200151233272376
"641",NA,0.189785066111899
"642",NA,0.189231299317674
"643",NA,0.167554386732074
"644",NA,0.162398088146544
"645",NA,0.156049480948325
"646",NA,0.167666894569599
"647",NA,0.186695216741926
"648",NA,0.155473256096187
"649",NA,0.0290426590815441
"650",NA,0.0274934594013204
"651",NA,0.0214945534919799
"652",NA,0.00731151308851319
"653",NA,0.0369253815458981
"654",NA,0.0369253815458981
"655",NA,0.0369253815458981
"656",NA,0.0369253815458981
"657",NA,0.0369253815458981
"658",NA,0.0369253815458981
"659",NA,0.0369253815505539
"660",NA,0.039295143110899
"661",NA,0.0439909812744756
"662",NA,0.246139030321597
"663",NA,0.262159208288586
"664",NA,0.250317094116032
"665",NA,0.237352753110945
"666",NA,0.236660190329882
"667",NA,0.209550181167707
"668",NA,0.203101509045023
"669",NA,0.195161688342646
"670",NA,0.209690887944748
"671",NA,0.233488464578206
"672",NA,0.194441038621001
"673",NA,0.0363219047309164
"674",NA,0.0343844139854493
"675",NA,0.0268819436256584
"676",NA,0.00914406911206649
"677",NA,0.0374120598748133
"678",NA,0.0374120598748133
"679",NA,0.0374120598748133
"680",NA,0.0374120598748133
"681",NA,0.0374120598748133
"682",NA,0.0374120598748133
"683",NA,0.0374120598795305
"684",NA,0.0398130550127686
"685",NA,0.0445707845522668
"686",NA,0.249383154740699
"687",NA,0.265614479434289
"688",NA,0.253616285619628
"689",NA,0.240481073968073
"690",NA,0.239779383175792
"691",NA,0.212312062771227
"692",NA,0.205778396835588
"693",NA,0.197733928909282
"694",NA,0.212454624070449
"695",NA,0.236565853924086
"696",NA,0.197003780989173
"697",NA,0.0368006292059902
"698",NA,0.0348376022380437
"699",NA,0.0272362489531596
"700",NA,0.00926458838874381
"701",NA,0.0366567955696101
"702",NA,0.0366567955696101
"703",NA,0.0366567955696101
"704",NA,0.0366567955696101
"705",NA,0.0366567955696101
"706",NA,0.0366567955696101
"707",NA,0.0366567955742321
"708",NA,0.0390093200825656
"709",NA,0.0436710018955548
"710",NA,0.244348676667991
"711",NA,0.260252327873185
"712",NA,0.248496350272907
"713",NA,0.235626308636981
"714",NA,0.234938783384114
"715",NA,0.208025965638065
"716",NA,0.201624199541136
"717",NA,0.19374213110578
"718",NA,0.208165648949253
"719",NA,0.231790127971102
"720",NA,0.193026723209702
"721",NA,0.0360577082938217
"722",NA,0.034134310370734
"723",NA,0.0266864111011199
"724",NA,0.00907755744375357
"725",NA,0.0351548334825823
"726",NA,0.0351548334825823
"727",NA,0.0351548334825823
"728",NA,0.0351548334825823
"729",NA,0.0351548334825823
"730",NA,0.0351548334825823
"731",NA,0.0351548334870149
"732",NA,0.037410966519623
"733",NA,0.0418816422930471
"734",NA,0.234336823676809
"735",NA,0.249588844514855
"736",NA,0.238314552025815
"737",NA,0.225971842752013
"738",NA,0.225312487906505
"739",NA,0.199502386076605
"740",NA,0.193362923594005
"741",NA,0.185803812137657
"742",NA,0.199636346055071
"743",NA,0.222292844344692
"744",NA,0.185117717102127
"745",NA,0.0345802929889409
"746",NA,0.032735703666383
"747",NA,0.0255929718877384
"748",NA,0.00870561693691238
"749",NA,0.0362099888294428
"750",NA,0.0362099888294428
"751",NA,0.0362099888294428
"752",NA,0.0362099888294428
"753",NA,0.0362099888294428
"754",NA,0.0362099888294428
"755",NA,0.0362099888340085
"756",NA,0.0385338386098565
"757",NA,0.0431386995572411
"758",NA,0.241370330252552
"759",NA,0.25708013312918
"760",NA,0.245467448196672
"761",NA,0.232754278465663
"762",NA,0.232075133402942
"763",NA,0.205490353833143
"764",NA,0.199166618349546
"765",NA,0.191380623813959
"766",NA,0.205628334555659
"767",NA,0.228964856698138
"768",NA,0.190673935967327
"769",NA,0.0356182037803933
"770",NA,0.033718250000273
"771",NA,0.0263611325772999
"772",NA,0.00896691182437795
"773",NA,0.0378596303704475
"774",NA,0.0378596303704475
"775",NA,0.0378596303704475
"776",NA,0.0378596303704475
"777",NA,0.0378596303704475
"778",NA,0.0378596303704475
"779",NA,0.0378596303752212
"780",NA,0.0402893492565072
"781",NA,0.0451039967891662
"782",NA,0.252366592235016
"783",NA,0.268792096614573
"784",NA,0.25665036519278
"785",NA,0.243358013485082
"786",NA,0.242647928177858
"787",NA,0.214852008860313
"788",NA,0.208240178928601
"789",NA,0.200099472877237
"790",NA,0.214996275658551
"791",NA,0.239395954614752
"792",NA,0.19936059000194
"793",NA,0.0372408849927203
"794",NA,0.0352543738072266
"795",NA,0.0275620834964586
"796",NA,0.00937542314178527
"797",NA,0.0341953347903086
"798",NA,0.0341953347903086
"799",NA,0.0341953347903086
"800",NA,0.0341953347903086
"801",NA,0.0341953347903086
"802",NA,0.0341953347903086
"803",NA,0.0341953347946202
"804",NA,0.036389890044604
"805",NA,0.040738545397698
"806",NA,0.227940949949207
"807",NA,0.242776689650382
"808",NA,0.231810112141841
"809",NA,0.219804278689487
"810",NA,0.219162919950043
"811",NA,0.194057266314032
"812",NA,0.18808537129342
"813",NA,0.180732574498204
"814",NA,0.194187570054893
"815",NA,0.216225693050796
"816",NA,0.1800652054023
"817",NA,0.0336364755216282
"818",NA,0.0318422315105806
"819",NA,0.0248944499314376
"820",NA,0.00846801012046871
"821",NA,0.0317807784185219
"822",NA,0.0317807784185219
"823",NA,0.0317807784185219
"824",NA,0.0317807784185219
"825",NA,0.0317807784185219
"826",NA,0.0317807784185219
"827",NA,0.0317807784225291
"828",NA,0.0338203746000376
"829",NA,0.0378619683742378
"830",NA,0.211845880944445
"831",NA,0.225634058747328
"832",NA,0.215441838903723
"833",NA,0.204283745701283
"834",NA,0.203687673748484
"835",NA,0.180354747776244
"836",NA,0.174804532416384
"837",NA,0.167970921716617
"838",NA,0.18047585067934
"839",NA,0.200957846483382
"840",NA,0.167350676016718
"841",NA,0.0312613805914796
"842",NA,0.0295938293979167
"843",NA,0.0231366355081347
"844",NA,0.00787007803651302
"845",NA,0.032199650627415
"846",NA,0.032199650627415
"847",NA,0.032199650627415
"848",NA,0.032199650627415
"849",NA,0.032199650627415
"850",NA,0.032199650627415
"851",NA,0.032199650631475
"852",NA,0.034266128786035
"853",NA,0.0383609909632098
"854",NA,0.214638019982939
"855",NA,0.228607926641449
"856",NA,0.218281372843427
"857",NA,0.206976215428613
"858",NA,0.206372287218417
"859",NA,0.182731832144365
"860",NA,0.177108464675485
"861",NA,0.170184786653551
"862",NA,0.182854531189627
"863",NA,0.20360648069688
"864",NA,0.16955636608509
"865",NA,0.0316734071116913
"866",NA,0.0299838775121028
"867",NA,0.0234415774920604
"868",NA,0.00797380604870651
"869",NA,0.0315496129967613
"870",NA,0.0315496129967613
"871",NA,0.0315496129967613
"872",NA,0.0315496129967613
"873",NA,0.0315496129967613
"874",NA,0.0315496129967613
"875",NA,0.0315496130007393
"876",NA,0.0335743736665311
"877",NA,0.0375865698999569
"878",NA,0.210304967069653
"879",NA,0.223992853120864
"880",NA,0.213874768931452
"881",NA,0.202797836904085
"882",NA,0.202206100629367
"883",NA,0.179042892516213
"884",NA,0.173533048032661
"885",NA,0.16674914330544
"886",NA,0.179163114547125
"887",NA,0.199496129444023
"888",NA,0.166133409117403
"889",NA,0.031033993139414
"890",NA,0.0293785712955446
"891",NA,0.0229683454167176
"892",NA,0.00781283306017413
"893",NA,0.0302569107339148
"894",NA,0.0302569107339148
"895",NA,0.0302569107339148
"896",NA,0.0302569107339148
"897",NA,0.0302569107339148
"898",NA,0.0302569107339148
"899",NA,0.0302569107377299
"900",NA,0.0321987096031769
"901",NA,0.0360465115807852
"902",NA,0.201688008540029
"903",NA,0.214815052172228
"904",NA,0.205111542650616
"905",NA,0.194488472770421
"906",NA,0.19392098208063
"907",NA,0.171706854754798
"908",NA,0.166422768616762
"909",NA,0.159916825111845
"910",NA,0.171822150852342
"911",NA,0.191322048259957
"912",NA,0.159326319790428
"913",NA,0.0297624176953476
"914",NA,0.0281748244984968
"915",NA,0.0220272488619967
"916",NA,0.00749271290601676
"917",NA,0.0311650572952174
"918",NA,0.0311650572952174
"919",NA,0.0311650572952174
"920",NA,0.0311650572952174
"921",NA,0.0311650572952174
"922",NA,0.0311650572952174
"923",NA,0.0311650572991469
"924",NA,0.033165138319633
"925",NA,0.0371284302150742
"926",NA,0.20774157669913
"927",NA,0.221262622205462
"928",NA,0.211267866532446
"929",NA,0.200325950340841
"930",NA,0.1997414266921
"931",NA,0.176860553064218
"932",NA,0.171417867633013
"933",NA,0.164716651376228
"934",NA,0.17697930971844
"935",NA,0.197064487128109
"936",NA,0.164108422322808
"937",NA,0.0306557222869424
"938",NA,0.0290204782471108
"939",NA,0.0226883860972186
"940",NA,0.0077176030648392
"941",NA,0.0325848636747261
"942",NA,0.0325848636747261
"943",NA,0.0325848636747261
"944",NA,0.0325848636747261
"945",NA,0.0325848636747261
"946",NA,0.0325848636747261
"947",NA,0.0325848636788346
"948",NA,0.0346760636652036
"949",NA,0.0388199137756899
"950",NA,0.217205792121313
"951",NA,0.231342824515963
"952",NA,0.220892731388189
"953",NA,0.20945232734637
"954",NA,0.208841174181193
"955",NA,0.184917902009395
"956",NA,0.179227260688885
"957",NA,0.172220752851799
"958",NA,0.185042068936209
"959",NA,0.20604227957523
"960",NA,0.171584814319713
"961",NA,0.0320523245668338
"962",NA,0.0303425826719907
"963",NA,0.0237220153640107
"964",NA,0.00806919882679071
