"","V1","N02BA"
"1797",NA,0.160074798858965
"1798",NA,0.171991885268901
"1799",NA,0.19151104563937
"1800",NA,0.159483710207193
"1801",NA,0.0297918184831846
"1802",NA,0.0282026569832736
"1803",NA,0.0220490084675856
"1804",NA,0.00750011457831128
"1805",NA,0.0273554510652403
"1806",NA,0.0273554510652403
"1807",NA,0.0273554510652403
"1808",NA,0.0273554510652403
"1809",NA,0.0273554510652403
"1810",NA,0.0273554510652403
"1811",NA,0.0273554510686895
"1812",NA,0.0291110428509905
"1813",NA,0.0325898632643784
"1814",NA,0.182347315513551
"1815",NA,0.194215552917887
"1816",NA,0.185442552851425
"1817",NA,0.175838172852889
"1818",NA,0.175325101180402
"1819",NA,0.155241177928526
"1820",NA,0.150463804552746
"1821",NA,0.144581742740583
"1822",NA,0.155345417808866
"1823",NA,0.172975389817651
"1824",NA,0.144047863404194
"1825",NA,0.0269083769988365
"1826",NA,0.0254730246461166
"1827",NA,0.0199149653328886
"1828",NA,0.00677420583512149
"1829",NA,0.0317589551060235
"1830",NA,0.0317589551060235
"1831",NA,0.0317589551060235
"1832",NA,0.0317589551060235
"1833",NA,0.0317589551060235
"1834",NA,0.0317589551060235
"1835",NA,0.0317589551100279
"1836",NA,0.0337971507320131
"1837",NA,0.0378359692134635
"1838",NA,0.211700410031163
"1839",NA,0.225479119730118
"1840",NA,0.215293898708121
"1841",NA,0.204143467575868
"1842",NA,0.2035478049354
"1843",NA,0.180230901281062
"1844",NA,0.174684497158379
"1845",NA,0.167855578981238
"1846",NA,0.180351921024882
"1847",NA,0.200819852195606
"1848",NA,0.167235759193365
"1849",NA,0.0312399139405123
"1850",NA,0.0295735078255981
"1851",NA,0.0231207479795095
"1852",NA,0.0078646737896404
"1853",NA,0.032177539682594
"1854",NA,0.032177539682594
"1855",NA,0.032177539682594
"1856",NA,0.032177539682594
"1857",NA,0.032177539682594
"1858",NA,0.032177539682594
"1859",NA,0.0321775396866512
"1860",NA,0.0342425988262976
"1861",NA,0.038334649132229
"1862",NA,0.214490631755929
"1863",NA,0.228450945520439
"1864",NA,0.218131482788834
"1865",NA,0.206834088430666
"1866",NA,0.206230574927558
"1867",NA,0.182606353346339
"1868",NA,0.176986847346928
"1869",NA,0.170067923695297
"1870",NA,0.182728968136283
"1871",NA,0.203466667637664
"1872",NA,0.169439934652404
"1873",NA,0.0316516575292177
"1874",NA,0.0299632881004703
"1875",NA,0.0234254805650333
"1876",NA,0.00796833057359665
"1877",NA,0.0315279484215717
"1878",NA,0.0315279484215717
"1879",NA,0.0315279484215717
"1880",NA,0.0315279484215717
"1881",NA,0.0315279484215717
"1882",NA,0.0315279484215717
"1883",NA,0.031527948425547
"1884",NA,0.0335513187231055
"1885",NA,0.0375607598505658
"1886",NA,0.210160554275357
"1887",NA,0.223839041091256
"1888",NA,0.213727904815777
"1889",NA,0.202658579126617
"1890",NA,0.202067249186995
"1891",NA,0.178919946849416
"1892",NA,0.173413885881057
"1893",NA,0.166634639544227
"1894",NA,0.179040086325932
"1895",NA,0.199359138892132
"1896",NA,0.166019328170239
"1897",NA,0.0310126826314889
"1898",NA,0.0293583975372528
"1899",NA,0.0229525734499961
"1900",NA,0.00780746812243961
"1901",NA,0.0302361338350772
"1902",NA,0.0302361338350772
"1903",NA,0.0302361338350772
"1904",NA,0.0302361338350772
"1905",NA,0.0302361338350772
"1906",NA,0.0302361338350772
"1907",NA,0.0302361338388896
"1908",NA,0.032176599304541
"1909",NA,0.0360217590628844
"1910",NA,0.20154951286256
"1911",NA,0.214667542380266
"1912",NA,0.20497069609131
"1913",NA,0.194354920890013
"1914",NA,0.193787819886293
"1915",NA,0.171588946618625
"1916",NA,0.16630848897142
"1917",NA,0.159807012985716
"1918",NA,0.171704163544328
"1919",NA,0.191190670708657
"1920",NA,0.15921691315412
"1921",NA,0.0297419803563523
"1922",NA,0.0281554773323727
"1923",NA,0.0220121231300506
"1924",NA,0.00748756778927181
"1925",NA,0.0311436567877966
"1926",NA,0.0311436567877966
"1927",NA,0.0311436567877966
"1928",NA,0.0311436567877966
"1929",NA,0.0311436567877966
"1930",NA,0.0311436567877966
"1931",NA,0.0311436567917234
"1932",NA,0.0331423643910631
"1933",NA,0.0371029347623044
"1934",NA,0.207598924140797
"1935",NA,0.221110684978343
"1936",NA,0.211122792531694
"1937",NA,0.20018838996525
"1938",NA,0.199604267698818
"1939",NA,0.176739105972289
"1940",NA,0.171300157939313
"1941",NA,0.164603543292174
"1942",NA,0.176857781078365
"1943",NA,0.196929166343064
"1944",NA,0.163995731899156
"1945",NA,0.0306346715310886
"1946",NA,0.0290005503851403
"1947",NA,0.0226728063737341
"1948",NA,0.00771230351990028
"1949",NA,0.0325624882107482
"1950",NA,0.0325624882107482
"1951",NA,0.0325624882107482
"1952",NA,0.0325624882107482
"1953",NA,0.0325624882107482
"1954",NA,0.0325624882107482
"1955",NA,0.032562488214854
"1956",NA,0.0346522522102539
"1957",NA,0.0387932568103277
"1958",NA,0.217056640649455
"1959",NA,0.231183965387745
"1960",NA,0.220741048158716
"1961",NA,0.209308500045069
"1962",NA,0.208697766548231
"1963",NA,0.18479092207489
"1964",NA,0.179104188419643
"1965",NA,0.172102491830665
"1966",NA,0.184915003738416
"1967",NA,0.205900793894929
"1968",NA,0.171466989986603
"1969",NA,0.032030314788278
"1970",NA,0.0303217469437105
"1971",NA,0.023705725865133
"1972",NA,0.00806365784710514
"1973",NA,0.0294108837058583
"1974",NA,0.0294108837058583
"1975",NA,0.0294108837058583
"1976",NA,0.0294108837058583
"1977",NA,0.0294108837058583
"1978",NA,0.0294108837058583
"1979",NA,0.0294108837095667
"1980",NA,0.031298387067529
"1981",NA,0.0350385989312524
"1982",NA,0.19604851983081
"1983",NA,0.208808512318595
"1984",NA,0.1993763269713
"1985",NA,0.189050293504327
"1986",NA,0.188498670675798
"1987",NA,0.166905682510127
"1988",NA,0.161769347070458
"1989",NA,0.15544531916481
"1990",NA,0.167017754761866
"1991",NA,0.185972406807314
"1992",NA,0.154871325227074
"1993",NA,0.0289302174085434
"1994",NA,0.0273870156158881
"1995",NA,0.0214113350942342
"1996",NA,0.00728320580571479
"1997",NA,0.0274150817352899
"1998",NA,0.0274150817352899
"1999",NA,0.0274150817352899
"2000",NA,0.0274150817352899
"2001",NA,0.0274150817352899
"2002",NA,0.0274150817352899
"2003",NA,0.0274150817387467
"2004",NA,0.0291745004407377
"2005",NA,0.0326609041468207
"2006",NA,0.182744804576331
"2007",NA,0.194638912910268
"2008",NA,0.185846789054874
"2009",NA,0.176221472987203
"2010",NA,0.175707282897493
"2011",NA,0.155579579786243
"2012",NA,0.150791792472313
"2013",NA,0.144896908671352
"2014",NA,0.155684046893468
"2015",NA,0.173352449525872
"2016",NA,0.144361865560237
"2017",NA,0.0269670331162795
"2018",NA,0.0255285519165029
"2019",NA,0.0199583768900216
"2020",NA,0.00678897256048234
"2021",NA,0.027776413849067
"2022",NA,0.027776413849067
"2023",NA,0.027776413849067
"2024",NA,0.027776413849067
"2025",NA,0.027776413849067
"2026",NA,0.027776413849067
"2027",NA,0.0277764138525693
"2028",NA,0.0295590217788256
"2029",NA,0.0330913764557195
"2030",NA,0.185153390009594
"2031",NA,0.197204263271219
"2032",NA,0.188296258794789
"2033",NA,0.178544080592105
"2034",NA,0.178023113451945
"2035",NA,0.157630126232448
"2036",NA,0.152779235648312
"2037",NA,0.146806656991474
"2038",NA,0.157735970221239
"2039",NA,0.175637243261686
"2040",NA,0.146264561986071
"2041",NA,0.0273224599274153
"2042",NA,0.0258650194752987
"2043",NA,0.020221429270418
"2044",NA,0.00687845154979704
"2045",NA,0.0272156712976826
"2046",NA,0.0272156712976826
"2047",NA,0.0272156712976826
"2048",NA,0.0272156712976826
"2049",NA,0.0272156712976826
"2050",NA,0.0272156712976826
"2051",NA,0.0272156713011141
"2052",NA,0.0289622924321665
"2053",NA,0.0324233369109665
"2054",NA,0.181415564641797
"2055",NA,0.193223158210952
"2056",NA,0.18449498606223
"2057",NA,0.174939682132684
"2058",NA,0.174429232132892
"2059",NA,0.154447932892482
"2060",NA,0.149694970744227
"2061",NA,0.143842964851483
"2062",NA,0.154551640132136
"2063",NA,0.172091527229377
"2064",NA,0.143311813509941
"2065",NA,0.0267708816720995
"2066",NA,0.0253428636242591
"2067",NA,0.0198132046557018
"2068",NA,0.00673959127458058
"2069",NA,0.0261005463712687
"2070",NA,0.0261005463712687
"2071",NA,0.0261005463712687
"2072",NA,0.0261005463712687
"2073",NA,0.0261005463712687
"2074",NA,0.0261005463712687
"2075",NA,0.0261005463745597
"2076",NA,0.0277756020924743
"2077",NA,0.0310948350051541
"2078",NA,0.173982309883582
"2079",NA,0.185306103447736
"2080",NA,0.176935556221016
"2081",NA,0.167771767807466
"2082",NA,0.167282232798608
"2083",NA,0.148119639979267
"2084",NA,0.143561423957531
"2085",NA,0.137949196006295
"2086",NA,0.148219097956549
"2087",NA,0.165040312157771
"2088",NA,0.137439807864865
"2089",NA,0.0256739813925471
"2090",NA,0.024304474432054
"2091",NA,0.0190013856804486
"2092",NA,0.00646344573541962
"2093",NA,0.02688394166379
"2094",NA,0.02688394166379
"2095",NA,0.02688394166379
"2096",NA,0.02688394166379
"2097",NA,0.02688394166379
"2098",NA,0.02688394166379
"2099",NA,0.0268839416671797
"2100",NA,0.0286092733733997
"2101",NA,0.0320281314587325
"2102",NA,0.179204304879626
"2103",NA,0.190867976638108
"2104",NA,0.182246191479432
"2105",NA,0.172807356382847
"2106",NA,0.172303128217147
"2107",NA,0.152565379430049
"2108",NA,0.147870350756082
"2109",NA,0.142089674493649
"2110",NA,0.152667822590479
"2111",NA,0.169993917411144
"2112",NA,0.141564997313194
"2113",NA,0.026444573543267
"2114",NA,0.0250339614928396
"2115",NA,0.0195717030937971
"2116",NA,0.00665744293726242
"2117",NA,0.0281087105297354
"2118",NA,0.0281087105297354
"2119",NA,0.0281087105297354
"2120",NA,0.0281087105297354
"2121",NA,0.0281087105297354
"2122",NA,0.0281087105297354
"2123",NA,0.0281087105332796
"2124",NA,0.0299126442757499
"2125",NA,0.0334872574580237
"2126",NA,0.187368429620143
"2127",NA,0.199563470707239
"2128",NA,0.190548897386646
"2129",NA,0.180680051263342
"2130",NA,0.180152851653708
"2131",NA,0.159515897664462
"2132",NA,0.154606974576629
"2133",NA,0.14856294436116
"2134",NA,0.159623007893249
"2135",NA,0.177738438659147
"2136",NA,0.148014364127971
"2137",NA,0.0276493258356967
"2138",NA,0.0261744496329774
"2139",NA,0.0204633436464582
"2140",NA,0.00696074030854596
"2141",NA,0.0253881709272698
"2142",NA,0.0253881709272698
"2143",NA,0.0253881709272698
"2144",NA,0.0253881709272698
"2145",NA,0.0253881709272698
"2146",NA,0.0253881709272698
"2147",NA,0.0253881709304709
"2148",NA,0.0270175085034932
"2149",NA,0.0302461479095746
"2150",NA,0.169233722498159
"2151",NA,0.180248450023875
"2152",NA,0.172106364386132
"2153",NA,0.163192687895412
"2154",NA,0.162716514013724
"2155",NA,0.144076935554836
"2156",NA,0.139643129233807
"2157",NA,0.134184078665209
"2158",NA,0.144173678975123
"2159",NA,0.160535783249497
"2160",NA,0.133688593512562
"2161",NA,0.0249732484027631
"2162",NA,0.0236411200900256
"2163",NA,0.0184827712281624
"2164",NA,0.00628703563426553
"2165",NA,0.0336228900509026
"2166",NA,0.0336228900509026
"2167",NA,0.0336228900509026
"2168",NA,0.0336228900509026
"2169",NA,0.0336228900509026
"2170",NA,0.0336228900509026
"2171",NA,0.0336228900551421
"2172",NA,0.0357807074981738
"2173",NA,0.040056564474073
"2174",NA,0.224125119559075
"2175",NA,0.238712502541439
"2176",NA,0.227929510298039
"2177",NA,0.216124659706187
"2178",NA,0.215494037590283
"2179",NA,0.190808663487764
"2180",NA,0.184936740580594
"2181",NA,0.177707032793606
"2182",NA,0.190936785887474
"2183",NA,0.212605981143591
"2184",NA,0.177050835745893
"2185",NA,0.0330733863288307
"2186",NA,0.0313091787409278
"2187",NA,0.0244777060395867
"2188",NA,0.00832625195736184
"2189",NA,0.0340660413809148
"2190",NA,0.0340660413809148
"2191",NA,0.0340660413809148
"2192",NA,0.0340660413809148
"2193",NA,0.0340660413809148
"2194",NA,0.0340660413809148
"2195",NA,0.0340660413852102
"2196",NA,0.0362522989673362
"2197",NA,0.040584511946629
"2198",NA,0.227079099561132
"2199",NA,0.24185874496235
"2200",NA,0.230933632355503
"2201",NA,0.218973193257355
"2202",NA,0.21833425951122
"2203",NA,0.193323530974599
"2204",NA,0.187374215837252
"2205",NA,0.180049220149177
"2206",NA,0.193453342033783
"2207",NA,0.215408138339766
"2208",NA,0.179384374392386
"2209",NA,0.0335092951729973
"2210",NA,0.0317218352430794
"2211",NA,0.0248003233984952
"2212",NA,0.00843599236407094
"2213",NA,0.0333783255705405
"2214",NA,0.0333783255705405
"2215",NA,0.0333783255705405
"2216",NA,0.0333783255705405
"2217",NA,0.0333783255705405
"2218",NA,0.0333783255705405
"2219",NA,0.0333783255747492
"2220",NA,0.0355204475941908
"2221",NA,0.0397652030574648
"2222",NA,0.222494889578306
"2223",NA,0.236976167590708
"2224",NA,0.22627160813196
"2225",NA,0.214552623066432
"2226",NA,0.213926587937841
"2227",NA,0.189420769063346
"2228",NA,0.183591557052602
"2229",NA,0.176414436349158
"2230",NA,0.189547959532812
"2231",NA,0.211059538490341
"2232",NA,0.175763012314406
"2233",NA,0.0328328188009032
"2234",NA,0.0310814436170956
"2235",NA,0.0242996613370355
"2236",NA,0.00826568888618523
"2237",NA,0.0320106943099133
"2238",NA,0.0320106943099133
"2239",NA,0.0320106943099133
"2240",NA,0.0320106943099133
"2241",NA,0.0320106943099133
"2242",NA,0.0320106943099133
"2243",NA,0.0320106943139495
"2244",NA,0.0340650458120186
"2245",NA,0.0381358782229506
"2246",NA,0.213378465638045
"2247",NA,0.227266393080427
"2248",NA,0.217000438311901
"2249",NA,0.205761622639071
"2250",NA,0.205161238444056
"2251",NA,0.181659511997421
"2252",NA,0.176069143980031
"2253",NA,0.169186095985973
"2254",NA,0.181781491011276
"2255",NA,0.202411662428286
"2256",NA,0.16856136316052
"2257",NA,0.0314875389344303
"2258",NA,0.029807923954573
"2259",NA,0.0233040159324464
"2260",NA,0.0079270135836307
"2261",NA,0.0329714798381553
"2262",NA,0.0329714798381553
"2263",NA,0.0329714798381553
"2264",NA,0.0329714798381553
"2265",NA,0.0329714798381553
"2266",NA,0.0329714798381553
"2267",NA,0.0329714798423126
"2268",NA,0.0350874917083249
"2269",NA,0.0392805081878203
"2270",NA,0.219782917220341
"2271",NA,0.234087684096904
"2272",NA,0.223513601654556
"2273",NA,0.21193745835776
"2274",NA,0.211319053921123
"2275",NA,0.18711193450675
"2276",NA,0.181353774293519
"2277",NA,0.174264134938497
"2278",NA,0.187237574661789
"2279",NA,0.208486950709311
"2280",NA,0.17362065105904
"2281",NA,0.0324326222067662
"2282",NA,0.0307025943945585
"2283",NA,0.0240034747145973
"2284",NA,0.00816493906752036
"2285",NA,0.0344735825608491
"2286",NA,0.0344735825608491
"2287",NA,0.0344735825608491
"2288",NA,0.0344735825608491
"2289",NA,0.0344735825608491
"2290",NA,0.0344735825608491
"2291",NA,0.0344735825651958
"2292",NA,0.0366859949325139
"2293",NA,0.0410700353363544
"2294",NA,0.229795707667685
"2295",NA,0.244752165926566
"2296",NA,0.233696353270572
"2297",NA,0.22159282823508
"2298",NA,0.220946250753358
"2299",NA,0.195636312170438
"2300",NA,0.189615823782176
"2301",NA,0.182203197208189
"2302",NA,0.195767676194102
"2303",NA,0.217985123610371
"2304",NA,0.181530397723485
"2305",NA,0.0339101758488841
"2306",NA,0.0321013320569325
"2307",NA,0.0250970163117562
"2308",NA,0.00853691440087373
"2309",NA,0.0311370102020265
"2310",NA,0.0311370102020265
"2311",NA,0.0311370102020265
"2312",NA,0.0311370102020265
"2313",NA,0.0311370102020265
"2314",NA,0.0311370102020265
"2315",NA,0.0311370102059526
"2316",NA,0.0331352912471144
"2317",NA,0.0370950163653127
"2318",NA,0.207554619001408
"2319",NA,0.221063496199505
"2320",NA,0.211077735338888
"2321",NA,0.200145666359826
"2322",NA,0.199561668755015
"2323",NA,0.176701386842683
"2324",NA,0.171263599573675
"2325",NA,0.164568414097937
"2326",NA,0.176820036621475
"2327",NA,0.196887138311364
"2328",NA,0.163960732422203
"2329",NA,0.0306281335714246
"2330",NA,0.0289943611747073
"2331",NA,0.0226679676114385
"2332",NA,0.00771065758322757
"2333",NA,0.0283419673775949
"2334",NA,0.0283419673775949
"2335",NA,0.0283419673775949
"2336",NA,0.0283419673775949
"2337",NA,0.0283419673775949
"2338",NA,0.0283419673775949
"2339",NA,0.0283419673811685
"2340",NA,0.0301608708568847
"2341",NA,0.0337651475487077
"2342",NA,0.188923284626222
"2343",NA,0.201219524835935
"2344",NA,0.192130145132624
"2345",NA,0.182179403543632
"2346",NA,0.181647829029678
"2347",NA,0.160839621690626
"2348",NA,0.1558899624785
"2349",NA,0.149795776584956
"2350",NA,0.160947620761123
"2351",NA,0.179213380311175
"2352",NA,0.149242644022842
"2353",NA,0.027878770533384
"2354",NA,0.026391655242939
"2355",NA,0.0206331563111334
"2356",NA,0.00701850319814641
"2357",NA,0.028715515889324
"2358",NA,0.028715515889324
"2359",NA,0.028715515889324
"2360",NA,0.028715515889324
"2361",NA,0.028715515889324
"2362",NA,0.028715515889324
"2363",NA,0.0287155158929447
"2364",NA,0.0305583926051437
"2365",NA,0.0342101738394761
"2366",NA,0.191413302727749
"2367",NA,0.203871607982877
"2368",NA,0.194662429811962
"2369",NA,0.184580536963721
"2370",NA,0.184041956271758
"2371",NA,0.162959495745562
"2372",NA,0.15794459978372
"2373",NA,0.151770092223003
"2374",NA,0.163068918249073
"2375",NA,0.181575421400464
"2376",NA,0.151209669346755
"2377",NA,0.0282462140881252
"2378",NA,0.0267394985456541
"2379",NA,0.0209051023171961
"2380",NA,0.00711100741245531
"2381",NA,0.0281358150059919
"2382",NA,0.0281358150059919
"2383",NA,0.0281358150059919
"2384",NA,0.0281358150059919
"2385",NA,0.0281358150059919
"2386",NA,0.0281358150059919
"2387",NA,0.0281358150095395
"2388",NA,0.0299414882369727
"2389",NA,0.0335195483229393
"2390",NA,0.187549103975393
"2391",NA,0.199755904413785
"2392",NA,0.190732638581727
"2393",NA,0.180854276194589
"2394",NA,0.1803265682205
"2395",NA,0.159669714569589
"2396",NA,0.15475605793878
"2397",NA,0.148706199626953
"2398",NA,0.159776928081898
"2399",NA,0.177909827072194
"2400",NA,0.148157090412547
"2401",NA,0.0276759873396042
"2402",NA,0.0261996889532889
"2403",NA,0.0204830759003233
"2404",NA,0.00696745236387917
"2405",NA,0.0269829884490066
"2406",NA,0.0269829884490066
"2407",NA,0.0269829884490066
"2408",NA,0.0269829884490066
"2409",NA,0.0269829884490066
"2410",NA,0.0269829884490066
"2411",NA,0.0269829884524089
"2412",NA,0.0287146766877819
"2413",NA,0.0321461306530901
"2414",NA,0.1798645358278
"2415",NA,0.191571179305457
"2416",NA,0.182917629455669
"2417",NA,0.173444019463193
"2418",NA,0.172937933601942
"2419",NA,0.153127466290558
"2420",NA,0.148415140023014
"2421",NA,0.142613166385094
"2422",NA,0.153230286875766
"2423",NA,0.170620215118398
"2424",NA,0.142086556170092
"2425",NA,0.0265420015926447
"2426",NA,0.0251261925145444
"2427",NA,0.0196438098665649
"2428",NA,0.00668197052808023
"2429",NA,0.0277928698142633
"2430",NA,0.0277928698142633
"2431",NA,0.0277928698142633
"2432",NA,0.0277928698142633
"2433",NA,0.0277928698142633
"2434",NA,0.0277928698142633
"2435",NA,0.0277928698177677
"2436",NA,0.0295765338391035
"2437",NA,0.0331109812377555
"2438",NA,0.185263082994388
"2439",NA,0.197321095721607
"2440",NA,0.188407813752825
"2441",NA,0.178649857932268
"2442",NA,0.178128582148336
"2443",NA,0.157723513229245
"2444",NA,0.152869748764879
"2445",NA,0.146893631690626
"2446",NA,0.157829419924655
"2447",NA,0.175741298463988
"2448",NA,0.146351215524378
"2449",NA,0.0273386469504085
"2450",NA,0.0258803430466783
"2451",NA,0.0202334093315627
"2452",NA,0.00688252664602519
"2453",NA,0.029059047299302
"2454",NA,0.029059047299302
"2455",NA,0.029059047299302
"2456",NA,0.029059047299302
"2457",NA,0.029059047299302
"2458",NA,0.029059047299302
"2459",NA,0.029059047302966
"2460",NA,0.0309239708430123
"2461",NA,0.0346194393146278
"2462",NA,0.193703231351287
"2463",NA,0.206310578649982
"2464",NA,0.196991228613307
"2465",NA,0.186788723379805
"2466",NA,0.186243699502729
"2467",NA,0.164909023852894
"2468",NA,0.159834133347081
"2469",NA,0.153585758498156
"2470",NA,0.165019755407131
"2471",NA,0.183747656813941
"2472",NA,0.153018631132892
"2473",NA,0.0285841311149212
"2474",NA,0.0270593903307398
"2475",NA,0.021155195657063
"2476",NA,0.00719607829929504
"2477",NA,0.0262465280660187
"2478",NA,0.0262465280660187
"2479",NA,0.0262465280660187
"2480",NA,0.0262465280660187
"2481",NA,0.0262465280660187
"2482",NA,0.0262465280660187
"2483",NA,0.0262465280693281
"2484",NA,0.0279309524597994
"2485",NA,0.0312687500124285
"2486",NA,0.174955401867637
"2487",NA,0.186342529990079
"2488",NA,0.17792516586333
"2489",NA,0.168710123911103
"2490",NA,0.168217850907829
"2491",NA,0.148948080723854
"2492",NA,0.144364370366083
"2493",NA,0.138720752936021
"2494",NA,0.149048094974704
"2495",NA,0.165963391089842
"2496",NA,0.138208515760587
"2497",NA,0.0258175772874894
"2498",NA,0.0244404106043138
"2499",NA,0.0191076614052849
"2500",NA,0.00649959611897711
"2501",NA,0.0272734733549563
"2502",NA,0.0272734733549563
"2503",NA,0.0272734733549563
"2504",NA,0.0272734733549563
"2505",NA,0.0272734733549563
"2506",NA,0.0272734733549563
"2507",NA,0.0272734733583951
"2508",NA,0.0290238040541886
"2509",NA,0.0324921992791452
"2510",NA,0.181800864447306
"2511",NA,0.193633535597398
"2512",NA,0.184886826103008
"2513",NA,0.175311228122326
"2514",NA,0.174799694002293
"2515",NA,0.154775957440001
"2516",NA,0.150012900703694
"2517",NA,0.144148466016669
"2518",NA,0.154879884938481
"2519",NA,0.172457024159599
"2520",NA,0.143616186588301
"2521",NA,0.0268277390620478
"2522",NA,0.0253966881152542
"2523",NA,0.0198552849695679
"2524",NA,0.00675390516882901
"2525",NA,0.027632939063377
"2526",NA,0.027632939063377
"2527",NA,0.027632939063377
"2528",NA,0.027632939063377
"2529",NA,0.027632939063377
"2530",NA,0.027632939063377
"2531",NA,0.0276329390668612
"2532",NA,0.0294063392065552
"2533",NA,0.0329204480496636
"2534",NA,0.184197008703651
"2535",NA,0.196185635036353
"2536",NA,0.187323643484418
"2537",NA,0.177621838655533
"2538",NA,0.177103562490861
"2539",NA,0.156815912104505
"2540",NA,0.151990078048211
"2541",NA,0.146048349826116
"2542",NA,0.156921209372482
"2543",NA,0.174730016145433
"2544",NA,0.145509054928932
"2545",NA,0.0271813299707582
"2546",NA,0.025731417702721
"2547",NA,0.020116978593427
"2548",NA,0.00684292196821215
"2549",NA,0.0270750929412374
"2550",NA,0.0270750929412374
"2551",NA,0.0270750929412374
"2552",NA,0.0270750929412374
"2553",NA,0.0270750929412374
"2554",NA,0.0270750929412374
"2555",NA,0.0270750929446512
"2556",NA,0.0288126921733867
"2557",NA,0.0322558591602412
"2558",NA,0.180478490496833
"2559",NA,0.19222509376083
"2560",NA,0.183542005640424
"2561",NA,0.174036058160956
"2562",NA,0.173528244811983
"2563",NA,0.153650155893895
"2564",NA,0.148921744439237
"2565",NA,0.1430999661812
"2566",NA,0.153753327449783
"2567",NA,0.171202614962932
"2568",NA,0.142571558420068
"2569",NA,0.0266326008079279
"2570",NA,0.0252119589672714
"2571",NA,0.019710862600055
"2572",NA,0.00670477895435045
"2573",NA,0.0259657280208021
"2574",NA,0.0259657280208021
"2575",NA,0.0259657280208021
"2576",NA,0.0259657280208021
"2577",NA,0.0259657280208021
"2578",NA,0.0259657280208021
"2579",NA,0.0259657280240761
"2580",NA,0.027632131499788
"2581",NA,0.0309342194263155
"2582",NA,0.173083631070686
"2583",NA,0.184348933324059
"2584",NA,0.176021622869227
"2585",NA,0.166905168592686
"2586",NA,0.166418162201484
"2587",NA,0.147354550802602
"2588",NA,0.142819879543354
"2589",NA,0.137236640690815
"2590",NA,0.147453495045027
"2591",NA,0.164187821856261
"2592",NA,0.136729883715339
"2593",NA,0.025541366397749
"2594",NA,0.024178933414434
"2595",NA,0.0189032369506259
"2596",NA,0.00643005980242096
"2597",NA,0.0267450768056527
"2598",NA,0.0267450768056527
"2599",NA,0.0267450768056527
"2600",NA,0.0267450768056527
"2601",NA,0.0267450768056527
"2602",NA,0.0267450768056527
"2603",NA,0.0267450768090249
"2604",NA,0.0284614965801716
"2605",NA,0.0318626950808739
"2606",NA,0.178278652656232
"2607",NA,0.189882077515492
"2608",NA,0.181304826859528
"2609",NA,0.171914746611211
"2610",NA,0.171413122958405
"2611",NA,0.151777326471291
"2612",NA,0.147106549244486
"2613",NA,0.141355732174547
"2614",NA,0.151879240477362
"2615",NA,0.169115840024996
"2616",NA,0.14083376513322
"2617",NA,0.0263079781734543
"2618",NA,0.0249046524222133
"2619",NA,0.0194706084772555
"2620",NA,0.00662305494161053
"2621",NA,0.0279635193167448
"2622",NA,0.0279635193167448
"2623",NA,0.0279635193167448
"2624",NA,0.0279635193167448
"2625",NA,0.0279635193167448
"2626",NA,0.0279635193167448
"2627",NA,0.0279635193202707
"2628",NA,0.0297581351209611
"2629",NA,0.0333142841896514
"2630",NA,0.186400606868405
"2631",NA,0.198532656349891
"2632",NA,0.189564646418736
"2633",NA,0.179746776299399
"2634",NA,0.179222299858112
"2635",NA,0.158691942874765
"2636",NA,0.153808376072729
"2637",NA,0.147795565364019
"2638",NA,0.158798499842169
"2639",NA,0.176820358141839
"2640",NA,0.147249818737494
"2641",NA,0.0275065075035569
"2642",NA,0.0260392495466001
"2643",NA,0.0203576433980341
"2644",NA,0.00692478567705758
"2645",NA,0.0252570322423897
"2646",NA,0.0252570322423897
"2647",NA,0.0252570322423897
"2648",NA,0.0252570322423897
"2649",NA,0.0252570322423897
"2650",NA,0.0252570322423897
"2651",NA,0.0252570322455744
"2652",NA,0.0268779537264266
"2653",NA,0.0300899160931546
"2654",NA,0.168359571781696
"2655",NA,0.179317404429629
"2656",NA,0.17121737548064
"2657",NA,0.16234974121233
"2658",NA,0.161876026933455
"2659",NA,0.143332728344938
"2660",NA,0.138921824167258
"2661",NA,0.133490971483191
"2662",NA,0.143428972051994
"2663",NA,0.159706560397964
"2664",NA,0.132998045682751
"2665",NA,0.0248442529362483
"2666",NA,0.0235190055270436
"2667",NA,0.0183873013213801
"2668",NA,0.00625456092046148
"2669",NA,0.028350375035053
"2670",NA,0.028350375035053
"2671",NA,0.028350375035053
"2672",NA,0.028350375035053
"2673",NA,0.028350375035053
"2674",NA,0.028350375035053
"2675",NA,0.0283503750386276
"2676",NA,0.0301698180928836
"2677",NA,0.0337751639950195
"2678",NA,0.188979328804166
"2679",NA,0.201279216699105
"2680",NA,0.19218714062719
"2681",NA,0.182233447146198
"2682",NA,0.181701714940424
"2683",NA,0.160887334837241
"2684",NA,0.155936207306468
"2685",NA,0.149840213569919
"2686",NA,0.160995365945711
"2687",NA,0.179266544041606
"2688",NA,0.14928691692078
"2689",NA,0.0278870407832884
"2690",NA,0.026399484339419
"2691",NA,0.0206392771462974
"2692",NA,0.00702058524029866
"2693",NA,0.0287240343601172
"2694",NA,0.0287240343601172
"2695",NA,0.0287240343601172
"2696",NA,0.0287240343601172
"2697",NA,0.0287240343601172
"2698",NA,0.0287240343601172
"2699",NA,0.0287240343637389
"2700",NA,0.0305674577661492
