"","V1","M01AB"
"219",NA,0.0288357979517103
"220",NA,0.045895502220102
"221",NA,0.0451604741891722
"222",NA,0.0451604741891722
"223",NA,0.0451604741891722
"224",NA,0.0451604741891722
"225",NA,0.0451604741891722
"226",NA,0.0451604741891722
"227",NA,0.000208926753775662
"228",NA,0.0314244524288843
"229",NA,0.0390571834481259
"230",NA,0.447373880720587
"231",NA,0.440787391647565
"232",NA,0.493351920076536
"233",NA,0.421819353013863
"234",NA,0.398250389222953
"235",NA,0.515015029494469
"236",NA,0.374702263858585
"237",NA,0.314798786220631
"238",NA,0.429656732693658
"239",NA,0.465978942040108
"240",NA,0.221800994800663
"241",NA,0.0432580288066276
"242",NA,0.0390723552749806
"243",NA,0.0283739853826466
"244",NA,0.0451604741891722
"245",NA,0.0448181670746893
"246",NA,0.0448181670746893
"247",NA,0.0448181670746893
"248",NA,0.0448181670746893
"249",NA,0.0448181670746893
"250",NA,0.0448181670746893
"251",NA,0.000207343131913685
"252",NA,0.0311862615367764
"253",NA,0.0387611380233159
"254",NA,0.443982878634051
"255",NA,0.437446313794767
"256",NA,0.489612413899551
"257",NA,0.418622048996231
"258",NA,0.395231733107751
"259",NA,0.511111321399575
"260",NA,0.371862097694822
"261",NA,0.312412676108002
"262",NA,0.42640002294853
"263",NA,0.46244691741186
"264",NA,0.220119788837201
"265",NA,0.0429301418372174
"266",NA,0.0387761948508406
"267",NA,0.0281589164039191
"268",NA,0.0448181670746893
"269",NA,0.0489505720336987
"270",NA,0.0489505720336987
"271",NA,0.0489505720336987
"272",NA,0.0489505720336987
"273",NA,0.0489505720336987
"274",NA,0.0489505720336987
"275",NA,0.000226460954940869
"276",NA,0.0340617531117167
"277",NA,0.0423350619349623
"278",NA,0.484919783669123
"279",NA,0.477780522764386
"280",NA,0.534756535117611
"281",NA,0.457220589368035
"282",NA,0.431673597656351
"283",NA,0.558237723415025
"284",NA,0.406149193238484
"285",NA,0.341218309543538
"286",NA,0.465715722013548
"287",NA,0.505086276839626
"288",NA,0.240415668083022
"289",NA,0.0468884637097618
"290",NA,0.0423515070590817
"291",NA,0.0307552752776313
"292",NA,0.0489505720336987
"293",NA,0.0497646403481311
"294",NA,0.0497646403481311
"295",NA,0.0497646403481311
"296",NA,0.0497646403481311
"297",NA,0.0497646403481311
"298",NA,0.0497646403481311
"299",NA,0.000230227094542803
"300",NA,0.0346282141925633
"301",NA,0.0430391115727697
"302",NA,0.492984200784713
"303",NA,0.485726211010229
"304",NA,0.54364975807883
"305",NA,0.464824357394575
"306",NA,0.438852508615495
"307",NA,0.567521448276099
"308",NA,0.412903622766297
"309",NA,0.346892911546399
"310",NA,0.473460767619211
"311",NA,0.513486071100391
"312",NA,0.244413880352018
"313",NA,0.0476682383075388
"314",NA,0.0430558301861235
"315",NA,0.0312667482607852
"316",NA,0.0497646403481311
"317",NA,0.0510018568304094
"318",NA,0.0510018568304094
"319",NA,0.0510018568304094
"320",NA,0.0510018568304094
"321",NA,0.0510018568304094
"322",NA,0.0510018568304094
"323",NA,0.000235950852497102
"324",NA,0.0354891185827326
"325",NA,0.0441091222841491
"326",NA,0.505240456922542
"327",NA,0.497802023674251
"328",NA,0.557165628716626
"329",NA,0.476380521617001
"330",NA,0.449762977437333
"331",NA,0.581630801522536
"332",NA,0.423168967077141
"333",NA,0.355517140009587
"334",NA,0.485231644718147
"335",NA,0.52625203155226
"336",NA,0.250490341050893
"337",NA,0.0488533353905819
"338",NA,0.0441262565449156
"339",NA,0.0320440820468806
"340",NA,0.0510018568304094
"341",NA,0.0500752457114613
"342",NA,0.0500752457114613
"343",NA,0.0500752457114613
"344",NA,0.0500752457114613
"345",NA,0.0500752457114613
"346",NA,0.0500752457114613
"347",NA,0.000231664053995312
"348",NA,0.0348443457465244
"349",NA,0.0433077396346616
"350",NA,0.496061155339786
"351",NA,0.48875786491538
"352",NA,0.547042941058777
"353",NA,0.467725552648941
"354",NA,0.441591600909407
"355",NA,0.571063626103696
"356",NA,0.415480755422586
"357",NA,0.34905803919675
"358",NA,0.476415866917029
"359",NA,0.51669098781562
"360",NA,0.245939386445874
"361",NA,0.0479657590044683
"362",NA,0.0433245625970258
"363",NA,0.031461899268323
"364",NA,0.0500752457114613
"365",NA,0.0489429751841322
"366",NA,0.0489429751841322
"367",NA,0.0489429751841322
"368",NA,0.0489429751841322
"369",NA,0.0489429751841322
"370",NA,0.0489429751841322
"371",NA,0.000226425809492391
"372",NA,0.0340564669219214
"373",NA,0.0423284917748284
"374",NA,0.484844526884671
"375",NA,0.477706373952504
"376",NA,0.534673543953602
"377",NA,0.457149631340543
"378",NA,0.431606604376252
"379",NA,0.558151088104528
"380",NA,0.406086161200361
"381",NA,0.3411653544082
"382",NA,0.465643445589925
"383",NA,0.505007890330463
"384",NA,0.240378356942662
"385",NA,0.046881186887645
"386",NA,0.0423449343467583
"387",NA,0.0307505022343357
"388",NA,0.0489429751841322
"389",NA,0.0481591411059056
"390",NA,0.0481591411059056
"391",NA,0.0481591411059056
"392",NA,0.0481591411059056
"393",NA,0.0481591411059056
"394",NA,0.0481591411059056
"395",NA,0.000222799543107839
"396",NA,0.0335110440240087
"397",NA,0.0416505903148493
"398",NA,0.477079619635284
"399",NA,0.470055786020707
"400",NA,0.526110612441975
"401",NA,0.449828264820724
"402",NA,0.424694315868556
"403",NA,0.549212157808411
"404",NA,0.399582589019725
"405",NA,0.335701505304435
"406",NA,0.458186048494979
"407",NA,0.496920061735551
"408",NA,0.236528636995501
"409",NA,0.0461303728684319
"410",NA,0.0416667695548473
"411",NA,0.0302580251937967
"412",NA,0.0481591411059056
"413",NA,0.0477941047123798
"414",NA,0.0477941047123798
"415",NA,0.0477941047123798
"416",NA,0.0477941047123798
"417",NA,0.0477941047123798
"418",NA,0.0477941047123798
"419",NA,0.000221110768353396
"420",NA,0.0332570371963763
"421",NA,0.0413348873988999
"422",NA,0.473463454151905
"423",NA,0.466492859752822
"424",NA,0.522122802108331
"425",NA,0.446418659007052
"426",NA,0.421475220223252
"427",NA,0.545049242507948
"428",NA,0.396553835103813
"429",NA,0.33315695687638
"430",NA,0.454713092398468
"431",NA,0.493153509777996
"432",NA,0.234735798530534
"433",NA,0.0457807141212615
"434",NA,0.0413509440035832
"435",NA,0.0300286755804457
"436",NA,0.0477941047123798
"437",NA,0.0522009024066208
"438",NA,0.0522009024066208
"439",NA,0.0522009024066208
"440",NA,0.0522009024066208
"441",NA,0.0522009024066208
"442",NA,0.0522009024066208
"443",NA,0.000241498019668499
"444",NA,0.0363234621397087
"445",NA,0.0451461207628759
"446",NA,0.517118580042851
"447",NA,0.509505270407021
"448",NA,0.570264504401704
"449",NA,0.487580152229225
"450",NA,0.460336833801683
"451",NA,0.595304849545392
"452",NA,0.433117602469985
"453",NA,0.363875291663032
"454",NA,0.496639363832604
"455",NA,0.538624133464219
"456",NA,0.25637932929537
"457",NA,0.0500018695680341
"458",NA,0.0451636578473992
"459",NA,0.032797433340537
"460",NA,0.0522009024066208
"461",NA,0.0530690250631804
"462",NA,0.0530690250631804
"463",NA,0.0530690250631804
"464",NA,0.0530690250631804
"465",NA,0.0530690250631804
"466",NA,0.0530690250631804
"467",NA,0.00024551423189325
"468",NA,0.0369275363797005
"469",NA,0.0458969194748357
"470",NA,0.525718476496102
"471",NA,0.517978554363522
"472",NA,0.579748239618513
"473",NA,0.495688812377317
"474",NA,0.467992426265569
"475",NA,0.605205016087047
"476",NA,0.440320527828059
"477",NA,0.369926688675181
"478",NA,0.504898682426832
"479",NA,0.547581676189971
"480",NA,0.260643023871015
"481",NA,0.0508334213964723
"482",NA,0.0459147482083479
"483",NA,0.0333428682592313
"484",NA,0.0530690250631804
"485",NA,0.050216974230581
"486",NA,0.050216974230581
"487",NA,0.050216974230581
"488",NA,0.050216974230581
"489",NA,0.050216974230581
"490",NA,0.050216974230581
"491",NA,0.000232319735317281
"492",NA,0.0349429660818255
"493",NA,0.0434303140068416
"494",NA,0.497465162687933
"495",NA,0.49014120168025
"496",NA,0.548591242716205
"497",NA,0.469049361428899
"498",NA,0.442841442478098
"499",NA,0.572679913770404
"500",NA,0.416656695177892
"501",NA,0.3500459820072
"502",NA,0.477764271989115
"503",NA,0.518153384005697
"504",NA,0.246635471398409
"505",NA,0.048101517020142
"506",NA,0.0434471845834215
"507",NA,0.031550946228126
"508",NA,0.050216974230581
"509",NA,0.0493046230031205
"510",NA,0.0493046230031205
"511",NA,0.0493046230031205
"512",NA,0.0493046230031205
"513",NA,0.0493046230031205
"514",NA,0.0493046230031205
"515",NA,0.000228098907620519
"516",NA,0.0343081158447428
"517",NA,0.0426412640710331
"518",NA,0.488427124081441
"519",NA,0.481236226144914
"520",NA,0.53862433608085
"521",NA,0.460527586328029
"522",NA,0.434795817670834
"523",NA,0.562275359727157
"524",NA,0.409086799677424
"525",NA,0.343686282199612
"526",NA,0.469084162789692
"527",NA,0.508739477987789
"528",NA,0.24215455277451
"529",NA,0.0472275998085129
"530",NA,0.0426578281398736
"531",NA,0.0309777228318577
"532",NA,0.0493046230031205
"533",NA,0.0481897773205016
"534",NA,0.0481897773205016
"535",NA,0.0481897773205016
"536",NA,0.0481897773205016
"537",NA,0.0481897773205016
"538",NA,0.0481897773205016
"539",NA,0.000222941276005432
"540",NA,0.0335323619194794
"541",NA,0.0416770861449998
"542",NA,0.477383111626023
"543",NA,0.470354809832218
"544",NA,0.526445295271731
"545",NA,0.450114420988295
"546",NA,0.424964483190893
"547",NA,0.549561536579272
"548",NA,0.399836781633316
"549",NA,0.335915060262445
"550",NA,0.45847752142793
"551",NA,0.497236175131653
"552",NA,0.236679103592593
"553",NA,0.0461597184915085
"554",NA,0.0416932756773463
"555",NA,0.0302772736964029
"556",NA,0.0481897773205016
"557",NA,0.0474180058958211
"558",NA,0.0474180058958211
"559",NA,0.0474180058958211
"560",NA,0.0474180058958211
"561",NA,0.0474180058958211
"562",NA,0.0474180058958211
"563",NA,0.000219370815302564
"564",NA,0.0329953326952234
"565",NA,0.041009617110297
"566",NA,0.469737700821826
"567",NA,0.462821959051953
"568",NA,0.518014141235762
"569",NA,0.442905725134713
"570",NA,0.41815856992739
"571",NA,0.540760170114876
"572",NA,0.393433294840911
"573",NA,0.33053529594218
"574",NA,0.451134888413814
"575",NA,0.489272812513649
"576",NA,0.23288862811982
"577",NA,0.0454204589704258
"578",NA,0.0410255473632042
"579",NA,0.0297923755301237
"580",NA,0.0474180058958211
"581",NA,0.0470585871548943
"582",NA,0.0470585871548943
"583",NA,0.0470585871548943
"584",NA,0.0470585871548943
"585",NA,0.0470585871548943
"586",NA,0.0470585871548943
"587",NA,0.000217708029600328
"588",NA,0.0327452348534915
"589",NA,0.0406987726395267
"590",NA,0.466177185574387
"591",NA,0.459313863706038
"592",NA,0.514087700490146
"593",NA,0.439548590749372
"594",NA,0.414989013893312
"595",NA,0.53666131914436
"596",NA,0.390451151311276
"597",NA,0.328029906319504
"598",NA,0.4477153786618
"599",NA,0.485564225133789
"600",NA,0.231123380174158
"601",NA,0.0450761812247244
"602",NA,0.0407145821443903
"603",NA,0.0295665554455385
"604",NA,0.0470585871548943
"605",NA,0.0513975673411832
"606",NA,0.0513975673411832
"607",NA,0.0513975673411832
"608",NA,0.0513975673411832
"609",NA,0.0513975673411832
"610",NA,0.0513975673411832
"611",NA,0.000237781535498891
"612",NA,0.035764469680007
"613",NA,0.0444513538104812
"614",NA,0.509160489872267
"615",NA,0.501664343701291
"616",NA,0.561488535944458
"617",NA,0.480076637626239
"618",NA,0.453252574651816
"619",NA,0.586143527839884
"620",NA,0.426452228089823
"621",NA,0.358275507602552
"622",NA,0.488996434353424
"623",NA,0.530335087996532
"624",NA,0.252433832267904
"625",NA,0.049232376066781
"626",NA,0.0444686210116444
"627",NA,0.0322927039767882
"628",NA,0.0513975673411832
"629",NA,0.0522523302024335
"630",NA,0.0522523302024335
"631",NA,0.0522523302024335
"632",NA,0.0522523302024335
"633",NA,0.0522523302024335
"634",NA,0.0522523302024335
"635",NA,0.000241735941050546
"636",NA,0.0363592476435603
"637",NA,0.0451905982598786
"638",NA,0.517628039985483
"639",NA,0.51000722979477
"640",NA,0.570826323166122
"641",NA,0.488060511214513
"642",NA,0.46079035294795
"643",NA,0.595891337802056
"644",NA,0.433544305507591
"645",NA,0.36423377788335
"646",NA,0.497128647860623
"647",NA,0.539154780458399
"648",NA,0.256631911591647
"649",NA,0.0500511308991576
"650",NA,0.0452081526217584
"651",NA,0.0328297450368345
"652",NA,0.0522523302024335
"653",NA,0.0545373342757528
"654",NA,0.0545373342757528
"655",NA,0.0545373342757528
"656",NA,0.0545373342757528
"657",NA,0.0545373342757528
"658",NA,0.0545373342757528
"659",NA,0.000252307098505691
"660",NA,0.0379492442742654
"661",NA,0.0471667914879989
"662",NA,0.540264010003448
"663",NA,0.532309940372241
"664",NA,0.59578866395627
"665",NA,0.509403487725435
"666",NA,0.480940800389302
"667",NA,0.621949776322564
"668",NA,0.452503278250267
"669",NA,0.380161788421436
"670",NA,0.518868175665879
"671",NA,0.562732118822529
"672",NA,0.267854472596272
"673",NA,0.0522398761194327
"674",NA,0.0471851135053737
"675",NA,0.0342653958651244
"676",NA,0.0545373342757528
"677",NA,0.0535464899520698
"678",NA,0.0535464899520698
"679",NA,0.0535464899520698
"680",NA,0.0535464899520698
"681",NA,0.0535464899520698
"682",NA,0.0535464899520698
"683",NA,0.00024772313671696
"684",NA,0.0372597754218442
"685",NA,0.046309856541822
"686",NA,0.530448394064183
"687",NA,0.522638835433539
"688",NA,0.584964265887767
"689",NA,0.500148551433078
"690",NA,0.472202979437441
"691",NA,0.610650078351093
"692",NA,0.444282115432972
"693",NA,0.373254939101776
"694",NA,0.509441283181571
"695",NA,0.552508298148234
"696",NA,0.262988043254435
"697",NA,0.051290772438253
"698",NA,0.0463278456814139
"699",NA,0.0336428558484077
"700",NA,0.0535464899520698
"701",NA,0.0523357297939668
"702",NA,0.0523357297939668
"703",NA,0.0523357297939668
"704",NA,0.0523357297939668
"705",NA,0.0523357297939668
"706",NA,0.0523357297939668
"707",NA,0.000242121774154341
"708",NA,0.0364172803932996
"709",NA,0.045262726668725
"710",NA,0.51845422260612
"711",NA,0.510821248891701
"712",NA,0.571737415207455
"713",NA,0.488839501302059
"714",NA,0.461525817319959
"715",NA,0.596842435944061
"716",NA,0.434236282647192
"717",NA,0.364815128957655
"718",NA,0.49792211153986
"719",NA,0.5400153217642
"720",NA,0.257041520053475
"721",NA,0.050131017171341
"722",NA,0.0452803090490034
"723",NA,0.0328821443712873
"724",NA,0.0523357297939668
"725",NA,0.051497559895896
"726",NA,0.051497559895896
"727",NA,0.051497559895896
"728",NA,0.051497559895896
"729",NA,0.051497559895896
"730",NA,0.051497559895896
"731",NA,0.0002382441329413
"732",NA,0.0358340484728615
"733",NA,0.0445378326976715
"734",NA,0.510151047612155
"735",NA,0.502640317894818
"736",NA,0.562580896459857
"737",NA,0.481010613530887
"738",NA,0.454134365079148
"739",NA,0.587283853964427
"740",NA,0.427281879179468
"741",NA,0.358972522756176
"742",NA,0.489947763477464
"743",NA,0.531366840335133
"744",NA,0.252924935350991
"745",NA,0.049328156301375
"746",NA,0.0445551334917
"747",NA,0.0323555285448809
"748",NA,0.051497559895896
"749",NA,0.0511072189739422
"750",NA,0.0511072189739422
"751",NA,0.0511072189739422
"752",NA,0.0511072189739422
"753",NA,0.0511072189739422
"754",NA,0.0511072189739422
"755",NA,0.000236438291369575
"756",NA,0.035562433748853
"757",NA,0.0442002450777498
"758",NA,0.506284207500445
"759",NA,0.498830407571012
"760",NA,0.558316648867511
"761",NA,0.477364651921546
"762",NA,0.450692119910362
"763",NA,0.582832363030324
"764",NA,0.424043170335977
"765",NA,0.356251584797718
"766",NA,0.486234060107992
"767",NA,0.527339188874143
"768",NA,0.251007816313709
"769",NA,0.0489542590128844
"770",NA,0.0442174147353146
"771",NA,0.0321102802871374
"772",NA,0.0511072189739422
"773",NA,0.0558194983667416
"774",NA,0.0558194983667416
"775",NA,0.0558194983667416
"776",NA,0.0558194983667416
"777",NA,0.0558194983667416
"778",NA,0.0558194983667416
"779",NA,0.000258238798430185
"780",NA,0.0388414249966052
"781",NA,0.0482756752854227
"782",NA,0.552965531309524
"783",NA,0.544824462761083
"784",NA,0.609795561082566
"785",NA,0.521379483040563
"786",NA,0.492247642433188
"787",NA,0.636571717057093
"788",NA,0.46314155865271
"789",NA,0.389099331855728
"790",NA,0.531066684295433
"791",NA,0.575961861808355
"792",NA,0.274151688823182
"793",NA,0.0534680273330467
"794",NA,0.048294428050524
"795",NA,0.0350709698948274
"796",NA,0.0558194983667416
"797",NA,0.0567477997748762
"798",NA,0.0567477997748762
"799",NA,0.0567477997748762
"800",NA,0.0567477997748762
"801",NA,0.0567477997748762
"802",NA,0.0567477997748762
"803",NA,0.000262533416748728
"804",NA,0.0394873740031944
"805",NA,0.0490785197870281
"806",NA,0.562161577429321
"807",NA,0.553885119534535
"808",NA,0.619936714166888
"809",NA,0.530050240077811
"810",NA,0.500433924879143
"811",NA,0.647158168720279
"812",NA,0.470843794854086
"813",NA,0.395570215117572
"814",NA,0.53989854350717
"815",NA,0.58554034644173
"816",NA,0.278710945108593
"817",NA,0.0543572228026538
"818",NA,0.0490975844183904
"819",NA,0.0356542146693346
"820",NA,0.0567477997748762
"821",NA,0.0517270640251587
"822",NA,0.0517270640251587
"823",NA,0.0517270640251587
"824",NA,0.0517270640251587
"825",NA,0.0517270640251587
"826",NA,0.0517270640251587
"827",NA,0.00023930589222452
"828",NA,0.0359937465655351
"829",NA,0.0447363200926702
"830",NA,0.512424587799522
"831",NA,0.504880385748983
"832",NA,0.565088095617309
"833",NA,0.483154286400974
"834",NA,0.456158261206196
"835",NA,0.589901144372101
"836",NA,0.429186104463715
"837",NA,0.36057232042486
"838",NA,0.492131265668022
"839",NA,0.533734930867125
"840",NA,0.25405212112783
"841",NA,0.0495479922622043
"842",NA,0.0447536979894522
"843",NA,0.03249972425863
"844",NA,0.0517270640251587
"845",NA,0.0507872772084623
"846",NA,0.0507872772084623
"847",NA,0.0507872772084623
"848",NA,0.0507872772084623
"849",NA,0.0507872772084623
"850",NA,0.0507872772084623
"851",NA,0.000234958138743654
"852",NA,0.0353398055552866
"853",NA,0.0439235423979966
"854",NA,0.503114763605153
"855",NA,0.49570762600556
"856",NA,0.554821471123119
"857",NA,0.474376250427984
"858",NA,0.447870693986061
"859",NA,0.579183711842673
"860",NA,0.421388572350001
"861",NA,0.354021376164113
"862",NA,0.483190134283995
"863",NA,0.524037936438921
"864",NA,0.249436455447025
"865",NA,0.0486477952222342
"866",NA,0.0439406045699525
"867",NA,0.0319092632885337
"868",NA,0.0507872772084623
"869",NA,0.0496389066647053
"870",NA,0.0496389066647053
"871",NA,0.0496389066647053
"872",NA,0.0496389066647053
"873",NA,0.0496389066647053
"874",NA,0.0496389066647053
"875",NA,0.000229645410430977
"876",NA,0.0345407236995058
"877",NA,0.0429303703864261
"878",NA,0.491738643316564
"879",NA,0.484498991337395
"880",NA,0.542276190700495
"881",NA,0.463649947649173
"882",NA,0.437743718478505
"883",NA,0.566087567480102
"884",NA,0.411860394220344
"885",NA,0.346016463465635
"886",NA,0.472264537407279
"887",NA,0.512188714289297
"888",NA,0.243796352379504
"889",NA,0.0475478013237106
"890",NA,0.0429470467590881
"891",NA,0.0311877507356333
"892",NA,0.0496389066647053
"893",NA,0.048843927068485
"894",NA,0.048843927068485
"895",NA,0.048843927068485
"896",NA,0.048843927068485
"897",NA,0.048843927068485
"898",NA,0.048843927068485
"899",NA,0.00022596758132625
"900",NA,0.0339875453072969
"901",NA,0.0422428296888455
"902",NA,0.483863325055622
"903",NA,0.476739617926852
"904",NA,0.533591500885812
"905",NA,0.456224476925988
"906",NA,0.430733142542281
"907",NA,0.557021532467275
"908",NA,0.405264346243138
"909",NA,0.340474922628131
"910",NA,0.464701101858765
"911",NA,0.503985882989553
"912",NA,0.239891892374295
"913",NA,0.0467863113063577
"914",NA,0.0422592389851978
"915",NA,0.0306882710501861
"916",NA,0.048843927068485
"917",NA,0.0484737001380771
"918",NA,0.0484737001380771
"919",NA,0.0484737001380771
"920",NA,0.0484737001380771
"921",NA,0.0484737001380771
"922",NA,0.0484737001380771
"923",NA,0.000224254793493101
"924",NA,0.0337299266978518
"925",NA,0.0419226377201384
"926",NA,0.480195740479117
"927",NA,0.473126029586556
"928",NA,0.529546986954986
"929",NA,0.452766389138893
"930",NA,0.427468273831688
"931",NA,0.552799423711619
"932",NA,0.402192525774997
"933",NA,0.337894192677635
"934",NA,0.461178762996512
"935",NA,0.500165773558824
"936",NA,0.238073561124661
"937",NA,0.0464316806806143
"938",NA,0.0419389226373963
"939",NA,0.0304556602616533
"940",NA,0.0484737001380771
"941",NA,0.0529431591076575
"942",NA,0.0529431591076575
"943",NA,0.0529431591076575
"944",NA,0.0529431591076575
"945",NA,0.0529431591076575
"946",NA,0.0529431591076575
"947",NA,0.000244931935848524
"948",NA,0.0368399538464618
"949",NA,0.0457880638925373
"950",NA,0.524471608698898
"951",NA,0.516750043653032
"952",NA,0.578373227244431
"953",NA,0.494513167150414
"954",NA,0.466882469679042
"955",NA,0.603769626845462
"956",NA,0.4392762018035
"957",NA,0.369049318569208
"958",NA,0.503701193778222
"959",NA,0.546282954556806
"960",NA,0.260024846257786
"961",NA,0.0507128577126859
"962",NA,0.0458058503409203
"963",NA,0.0332637876285183
